Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,image_segmentation_generator,image_segmentation_generator,keras_segmentation/data_utils/data_loader.py,223.0,223.0,['The parameters [ read_image_type ] are added to the method image_segmentation_generator from the module keras_segmentation/data_utils/data_loader.py'],436e8746c5ba2bd0b446c4df0d0699771885794a,,,
Add Parameter,train,train,keras_segmentation/train.py,60.0,60.0,['The parameters [ read_image_type ] are added to the method train from the module keras_segmentation/train.py'],436e8746c5ba2bd0b446c4df0d0699771885794a,,,
Change/Rename Parameter,VGGSegnet,VGGSegnet,Models/VGGSegnet.py,21.0,15.0,['The parameters [ nClasses ] of the method VGGSegnet from the module Models/VGGSegnet.py are changed/renamed to [n_classes]'],46197cde8b948b2347366fb09dfb5d98282c6976,,,
Change/Rename Parameter,VGGUnet,VGGUnet,Models/VGGUnet.py,11.0,13.0,['The parameters [ nClasses ] of the method VGGUnet from the module Models/VGGUnet.py are changed/renamed to [n_classes]'],46197cde8b948b2347366fb09dfb5d98282c6976,,,
Add Parameter,_get_colored_segmentation_image,_get_colored_segmentation_image,keras_segmentation/data_utils/visualize_dataset.py,15.0,15.0,['The parameters [ augment_name custom_aug ] are added to the method _get_colored_segmentation_image from the module keras_segmentation/data_utils/visualize_dataset.py'],4d456a55a38243c0da7274069f6b275286093ceb,,,
Add Parameter,visualize_segmentation_dataset,visualize_segmentation_dataset,keras_segmentation/data_utils/visualize_dataset.py,34.0,37.0,['The parameters [ image_size augment_name custom_aug ] are added to the method visualize_segmentation_dataset from the module keras_segmentation/data_utils/visualize_dataset.py'],4d456a55a38243c0da7274069f6b275286093ceb,,,
Add Parameter,predict,predict,keras_segmentation/predict.py,41.0,126.0,['The parameters [ overlay_img class_names show_legends ] are added to the method predict from the module keras_segmentation/predict.py'],66f80ccc835b8e19e24acceb17e9c2066f76d360,,,
Add Parameter,train,train,keras_segmentation/train.py,51.0,51.0,['The parameters [ callbacks ] are added to the method train from the module keras_segmentation/train.py'],742d7a0735c158ecef9e47c3c048f8ab1cf889c8,,,
Add Parameter,image_segmentation_generator,image_segmentation_generator,keras_segmentation/data_utils/data_loader.py,222.0,223.0,['The parameters [ preprocessing ] are added to the method image_segmentation_generator from the module keras_segmentation/data_utils/data_loader.py'],76bf079c6158a21f205018d011567609a232e494,,,
Add Parameter,train,train,keras_segmentation/train.py,60.0,60.0,['The parameters [ preprocessing ] are added to the method train from the module keras_segmentation/train.py'],76bf079c6158a21f205018d011567609a232e494,,,
Add Parameter,get_pairs_from_paths,get_pairs_from_paths,keras_segmentation/data_utils/data_loader.py,31.0,31.0,['The parameters [ other_inputs_paths ] are added to the method get_pairs_from_paths from the module keras_segmentation/data_utils/data_loader.py'],807daa7ffd96d40d9551543449237c2e60c39a3c,,,
Add Parameter,image_segmentation_generator,image_segmentation_generator,keras_segmentation/data_utils/data_loader.py,189.0,222.0,['The parameters [ other_inputs_path ] are added to the method image_segmentation_generator from the module keras_segmentation/data_utils/data_loader.py'],807daa7ffd96d40d9551543449237c2e60c39a3c,,,
Rename Method,test_image_segmentation_generator,test_image_segmentation_generator_preprocessing,test/unit/data_utils/test_data_loader.py/TestImageSegmentationGenerator,146.0,219.0,['The method test_image_segmentation_generator from the module test/unit/data_utils/test_data_loader.py in class TestImageSegmentationGenerator is renamed to test_image_segmentation_generator_preprocessing'],817606f1cafdf535ea88a0887dfc6aa63da3d312,,,
Add Parameter,image_segmentation_generator,image_segmentation_generator,keras_segmentation/data_utils/data_loader.py,189.0,189.0,['The parameters [ custom_augmentation ] are added to the method image_segmentation_generator from the module keras_segmentation/data_utils/data_loader.py'],86f1afc8aa1d5a1c3b7e52046477a36926f08594,,,
Add Parameter,train,train,keras_segmentation/train.py,30.0,30.0,['The parameters [ custom_augmentation ] are added to the method train from the module keras_segmentation/train.py'],86f1afc8aa1d5a1c3b7e52046477a36926f08594,,,
Add Parameter,predict,predict,keras_segmentation/predict.py,126.0,134.0,['The parameters [ prediction_width prediction_height ] are added to the method predict from the module keras_segmentation/predict.py'],8be120273f97cee2fcefa179f53d37d3b0c62cad,,,
Add Parameter,predict_multiple,predict_multiple,keras_segmentation/predict.py,162.0,170.0,['The parameters [ overlay_img class_names show_legends colors prediction_width prediction_height ] are added to the method predict_multiple from the module keras_segmentation/predict.py'],8be120273f97cee2fcefa179f53d37d3b0c62cad,,,
Add Parameter,visualize_segmentation,visualize_segmentation,keras_segmentation/predict.py,95.0,95.0,['The parameters [ prediction_width prediction_height ] are added to the method visualize_segmentation from the module keras_segmentation/predict.py'],8be120273f97cee2fcefa179f53d37d3b0c62cad,,,
Add Parameter,_augment_seg,_augment_seg,keras_segmentation/data_utils/augmentation.py,122.0,238.0,['The parameters [ augmentation_name ] are added to the method _augment_seg from the module keras_segmentation/data_utils/augmentation.py'],8c18b7030171151dcfa88def47f25d562e88f87d,,,
Rename Method,_load_augmentation,_load_augmentation_aug_all,keras_segmentation/data_utils/augmentation.py,15.0,109.0,['The method _load_augmentation from the module keras_segmentation/data_utils/augmentation.py is renamed to _load_augmentation_aug_all'],8c18b7030171151dcfa88def47f25d562e88f87d,,,
Add Parameter,augment_seg,augment_seg,keras_segmentation/data_utils/augmentation.py,152.0,271.0,['The parameters [ augmentation_name ] are added to the method augment_seg from the module keras_segmentation/data_utils/augmentation.py'],8c18b7030171151dcfa88def47f25d562e88f87d,,,
Add Parameter,image_segmentation_generator,image_segmentation_generator,keras_segmentation/data_utils/data_loader.py,162.0,162.0,['The parameters [ augmentation_name ] are added to the method image_segmentation_generator from the module keras_segmentation/data_utils/data_loader.py'],8c18b7030171151dcfa88def47f25d562e88f87d,,,
Add Parameter,train,train,keras_segmentation/train.py,31.0,31.0,['The parameters [ augmentation_name ] are added to the method train from the module keras_segmentation/train.py'],8c18b7030171151dcfa88def47f25d562e88f87d,,,
Add Parameter,train,train,keras_segmentation/train.py,31.0,31.0,['The parameters [ val_steps_per_epoch gen_use_multiprocessing ] are added to the method train from the module keras_segmentation/train.py'],94012b6d641ffcdda249e881aed7b4af7d339de4,,,
Add Parameter,train,train,keras_segmentation/train.py,31.0,37.0,['The parameters [ ignore_zero_class ] are added to the method train from the module keras_segmentation/train.py'],98b89485125083d923ad5f8e6ba868394a6d3464,,,
Add Parameter,perform_distilation,perform_distilation,keras_segmentation/model_compression.py,77.0,139.0,['The parameters [ feats_distilation_loss feats_distilation_loss_w ] are added to the method perform_distilation from the module keras_segmentation/model_compression.py'],9b21ccf6b8929555f5b2faf5fce639e0a4567e0b,,,
Rename Method,try_n_times,_try_n_times,keras_segmentation/data_utils/augmentation.py,135.0,139.0,['The method try_n_times from the module keras_segmentation/data_utils/augmentation.py is renamed to _try_n_times'],b79bc5f1f810634074c2de794d8eb321f0802b03,,,
Add Parameter,visualize_segmentation_dataset,visualize_segmentation_dataset,keras_segmentation/data_utils/visualize_dataset.py,16.0,32.0,['The parameters [ ignore_non_matching no_show ] are added to the method visualize_segmentation_dataset from the module keras_segmentation/data_utils/visualize_dataset.py'],b79bc5f1f810634074c2de794d8eb321f0802b03,,,
Add Parameter,visualize_segmentation_dataset_one,visualize_segmentation_dataset_one,keras_segmentation/data_utils/visualize_dataset.py,48.0,58.0,['The parameters [ ignore_non_matching ] are added to the method visualize_segmentation_dataset_one from the module keras_segmentation/data_utils/visualize_dataset.py'],b79bc5f1f810634074c2de794d8eb321f0802b03,,,
Extract Method,visualize_segmentation_dataset,_get_colored_segmentation_image,keras_segmentation/data_utils/visualize_dataset.py,,, The method _get_colored_segmentation_image from the module keras_segmentation/data_utils/visualize_dataset.py is extracted from method visualize_segmentation_dataset from the module keras_segmentation/data_utils/visualize_dataset.py ,b79bc5f1f810634074c2de794d8eb321f0802b03,"(16,32)",14.0,"[30.0, 32.0, 33.0, 35.0, 36.0, 38.0, 40.0]"
Add Parameter,train,train,keras_segmentation/train.py,31.0,31.0,['The parameters [ do_augment ] are added to the method train from the module keras_segmentation/train.py'],be97ba358cee41adb147aa7b4bb6eae6597758f9,,,
Add Parameter,get_image_array,get_image_array,keras_segmentation/data_utils/data_loader.py,118.0,118.0,['The parameters [ read_image_type ] are added to the method get_image_array from the module keras_segmentation/data_utils/data_loader.py'],c961543cd06093a6548ca81e56c6d2aa55b23a9a,,,
Add Parameter,get_segmentation_array,get_segmentation_array,keras_segmentation/data_utils/data_loader.py,158.0,158.0,['The parameters [ read_image_type ] are added to the method get_segmentation_array from the module keras_segmentation/data_utils/data_loader.py'],c961543cd06093a6548ca81e56c6d2aa55b23a9a,,,
Add Parameter,evaluate,evaluate,keras_segmentation/predict.py,261.0,262.0,['The parameters [ read_image_type ] are added to the method evaluate from the module keras_segmentation/predict.py'],c961543cd06093a6548ca81e56c6d2aa55b23a9a,,,
Add Parameter,predict,predict,keras_segmentation/predict.py,132.0,132.0,['The parameters [ read_image_type ] are added to the method predict from the module keras_segmentation/predict.py'],c961543cd06093a6548ca81e56c6d2aa55b23a9a,,,
Add Parameter,predict_multiple,predict_multiple,keras_segmentation/predict.py,173.0,174.0,['The parameters [ read_image_type ] are added to the method predict_multiple from the module keras_segmentation/predict.py'],c961543cd06093a6548ca81e56c6d2aa55b23a9a,,,
Add Parameter,image_segmentation_generator,image_segmentation_generator,keras_segmentation/data_utils/data_loader.py,231.0,245.0,['The parameters [ ignore_segs ] are added to the method image_segmentation_generator from the module keras_segmentation/data_utils/data_loader.py'],d41a25eed61586517c4592d89a299732684f1724,,,
Add Parameter,predict_video,predict_video,keras_segmentation/predict.py,207.0,218.0,['The parameters [ display ] are added to the method predict_video from the module keras_segmentation/predict.py'],e181a1c4d58b1af40299c3b6c37b7f023b395583,,,
Change/Rename Parameter,evaluate,evaluate,keras_segmentation/predict.py,113.0,109.0,['The parameters [ inp_inmges ] of the method evaluate from the module keras_segmentation/predict.py are changed/renamed to [inp_images]'],e510aff59567d9929b70ea03a7bdb0f38d481f10,,,
