Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,load_aligned,load_aligned,lib/faces_detect.py/DetectedFace,219.0,219.0,['The parameters [ force ] are added to the method load_aligned from the module lib/faces_detect.py in class DetectedFace'],00068f84515dd52e3f6b57b05bc0f33987946b58,,,,,,,
Extract Method,add,replace_mask,lib/faces_detect.py/Mask,,, The method replace_mask from the module lib/faces_detect.py in class Mask is extracted from method add from the module lib/faces_detect.py in class Mask ,00068f84515dd52e3f6b57b05bc0f33987946b58,"(570,596)",618.0,"[590.0, 593.0]",,,,
Change/Rename Parameter,__init__,__init__,lib/gui/control_helper.py/ControlPanel,36.0,51.0,['The parameters [ radio_columns ] of the method __init__ from the module lib/gui/control_helper.py in class ControlPanel are changed/renamed to [option_columns]'],00990c4a353c26ed565af903ff9005813efe8864,,,,,,,
Remove Parameter,build_panel,build_panel,lib/gui/control_helper.py/ControlPanel,96.0,112.0,['The parameters [ radio_columns ] of the method build_panel from the module lib/gui/control_helper.py in class ControlPanel is/are removed'],00990c4a353c26ed565af903ff9005813efe8864,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/gui/control_helper.py/ControlBuilder,277.0,419.0,['The parameters [ radio_columns ] of the method __init__ from the module lib/gui/control_helper.py in class ControlBuilder are changed/renamed to [option_columns]'],00990c4a353c26ed565af903ff9005813efe8864,,,,,,,
Change/Rename Parameter,build_control,build_control,lib/gui/control_helper.py/ControlBuilder,371.0,513.0,['The parameters [ radio_columns ] of the method build_control from the module lib/gui/control_helper.py in class ControlBuilder are changed/renamed to [option_columns]'],00990c4a353c26ed565af903ff9005813efe8864,,,,,,,
Change/Rename Parameter,build_one_control,build_one_control,lib/gui/control_helper.py/ControlBuilder,397.0,538.0,['The parameters [ radio_columns ] of the method build_one_control from the module lib/gui/control_helper.py in class ControlBuilder are changed/renamed to [option_columns]'],00990c4a353c26ed565af903ff9005813efe8864,,,,,,,
Remove Parameter,set_detect_image,set_detect_image,plugins/extract/detect/_base.py/Detector,155.0,155.0,['The parameters [ self ] of the method set_detect_image from the module plugins/extract/detect/_base.py in class Detector is/are removed'],018657703ee9cf9718c7196c0d042fbfad2526bc,,,,,,,
Add Parameter,process_rotations,process_rotations,plugins/extract/detect/dlib_cnn.py/Detect,166.0,167.0,['The parameters [ scales ] are added to the method process_rotations from the module plugins/extract/detect/dlib_cnn.py in class Detect'],018657703ee9cf9718c7196c0d042fbfad2526bc,,,,,,,
Add Parameter,to_detected_face,to_detected_face,plugins/extract/detect/_base.py/Detector,95.0,100.0,['The parameters [ self ] are added to the method to_detected_face from the module plugins/extract/detect/_base.py in class Detector'],02935a9b426811fc5e24013b0a72152e49d33b98,,,,,,,
Add Parameter,__init__,__init__,plugins/train/model/_base.py/ModelBase,35.0,35.0,['The parameters [ optimizer_savings ] are added to the method __init__ from the module plugins/train/model/_base.py in class ModelBase'],03d419c505ef88086af58c16441ffb8487cb8fe5,,,,,,,
Change Return Type,_stream_handler,_stream_handler,lib/logger.py,281.0,395.0,['The return type of method _stream_handler from the module lib/logger.py is updated'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Remove Parameter,__init__,__init__,setup.py/Environment,38.0,48.0,['The parameters [ logger ] of the method __init__ from the module setup.py in class Environment is/are removed'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,check_pip,_check_pip,setup.py/Environment,201.0,215.0,['The method check_pip from the module setup.py in class Environment is renamed to _check_pip'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,check_python,_check_python,setup.py/Environment,177.0,191.0,['The method check_python from the module setup.py in class Environment is renamed to _check_python'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,process_arguments,_process_arguments,setup.py/Environment,110.0,116.0,['The method process_arguments from the module setup.py in class Environment is renamed to _process_arguments'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,set_ld_library_path,_set_ld_library_path,setup.py/Environment,321.0,341.0,['The method set_ld_library_path from the module setup.py in class Environment is renamed to _set_ld_library_path'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,upgrade_pip,_upgrade_pip,setup.py/Environment,211.0,225.0,['The method upgrade_pip from the module setup.py in class Environment is renamed to _upgrade_pip'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,amd_ask_enable,_amd_ask_enable,setup.py/Checks,469.0,424.0,['The method amd_ask_enable from the module setup.py in class Checks is renamed to _amd_ask_enable'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,cuda_ask_enable,_cuda_ask_enable,setup.py/Checks,507.0,462.0,['The method cuda_ask_enable from the module setup.py in class Checks is renamed to _cuda_ask_enable'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,docker_ask_enable,_docker_ask_enable,setup.py/Checks,481.0,436.0,['The method docker_ask_enable from the module setup.py in class Checks is renamed to _docker_ask_enable'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,docker_confirm,_docker_confirm,setup.py/Checks,491.0,446.0,['The method docker_confirm from the module setup.py in class Checks is renamed to _docker_confirm'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,docker_tips,_docker_tips,setup.py/Checks,500.0,455.0,['The method docker_tips from the module setup.py in class Checks is renamed to _docker_tips'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Extract Method,__init__,_user_input,setup.py/Checks,,, The method _user_input from the module setup.py in class Checks is extracted from method __init__ from the module setup.py in class Checks ,03f6cb4e7e106bc227ad781a515338097fba26f9,"(414,395)",410.0,"[426.0, 427.0, 428.0, 429.0, 431.0, 432.0, 433.0, 434.0, 435.0]",,,,
Add Parameter,__init__,__init__,setup.py/Install,653.0,660.0,['The parameters [ is_gui ] are added to the method __init__ from the module setup.py in class Install'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,check_conda_missing_dep,_check_conda_missing_dep,setup.py/Install,703.0,716.0,['The method check_conda_missing_dep from the module setup.py in class Install is renamed to _check_conda_missing_dep'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,check_missing_dep,_check_missing_dep,setup.py/Install,685.0,695.0,['The method check_missing_dep from the module setup.py in class Install is renamed to _check_missing_dep'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,install_conda_packages,_install_conda_packages,setup.py/Install,759.0,816.0,['The method install_conda_packages from the module setup.py in class Install is renamed to _install_conda_packages'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,install_missing_dep,_install_missing_dep,setup.py/Install,717.0,778.0,['The method install_missing_dep from the module setup.py in class Install is renamed to _install_missing_dep'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Rename Method,install_python_packages,_install_python_packages,setup.py/Install,725.0,786.0,['The method install_python_packages from the module setup.py in class Install is renamed to _install_python_packages'],03f6cb4e7e106bc227ad781a515338097fba26f9,,,,,,,
Extract Method,install_python_packages,_format_package,setup.py/Install,,, The method _format_package from the module setup.py in class Install is extracted from method install_python_packages from the module setup.py in class Install ,03f6cb4e7e106bc227ad781a515338097fba26f9,"(725,786)",732.0,[735.0],,,,
Extract Method,png_write_meta,pack_to_itxt,lib/image.py,,, The method pack_to_itxt from the module lib/image.py is extracted from method png_write_meta from the module lib/image.py ,0401dd15a5a5f242e5bb4751766ed5afb00e3aea,"(481,552)",450.0,"[502.0, 503.0, 504.0, 509.0, 510.0, 511.0]",,,,
Rename Method,check_transparency_format,_check_transparency_format,plugins/convert/writer/opencv.py/Writer,18.0,31.0,['The method check_transparency_format from the module plugins/convert/writer/opencv.py in class Writer is renamed to _check_transparency_format'],049314429f71a21e6595e9d27e9e36f6a3479c42,,,,,,,
Rename Method,check_transparency_format,_check_transparency_format,plugins/convert/writer/pillow.py/Writer,19.0,32.0,['The method check_transparency_format from the module plugins/convert/writer/pillow.py in class Writer is renamed to _check_transparency_format'],049314429f71a21e6595e9d27e9e36f6a3479c42,,,,,,,
Add Parameter,__init__,__init__,lib/convert.py/Converter,38.0,40.0,['The parameters [ centering ] are added to the method __init__ from the module lib/convert.py in class Converter'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,_get_image_mask,_get_image_mask,lib/convert.py/Converter,285.0,297.0,['The parameters [ reference_face ] are added to the method _get_image_mask from the module lib/convert.py in class Converter'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,_pre_warp_adjustments,_pre_warp_adjustments,lib/convert.py/Converter,250.0,257.0,['The parameters [ reference_face ] are added to the method _pre_warp_adjustments from the module lib/convert.py in class Converter'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,check,check,lib/face_filter.py/FaceFilter,117.0,115.0,['The parameters [ image ] are added to the method check from the module lib/face_filter.py in class FaceFilter'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,_resize_masks,_resize_masks,lib/training_data.py/TrainingDataGenerator,351.0,424.0,['The parameters [ cls ] are added to the method _resize_masks from the module lib/training_data.py in class TrainingDataGenerator'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,_get_mask,_get_mask,plugins/convert/mask/mask_blend.py/Mask,55.0,58.0,['The parameters [ sub_crop_offset ] are added to the method _get_mask from the module plugins/convert/mask/mask_blend.py in class Mask'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,process,process,plugins/convert/mask/mask_blend.py/Mask,30.0,30.0,['The parameters [ sub_crop_offset ] are added to the method process from the module plugins/convert/mask/mask_blend.py in class Mask'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/align/_base.py/Aligner,55.0,58.0,['The parameters [ re_feed ] are added to the method __init__ from the module plugins/extract/align/_base.py in class Aligner'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/pipeline.py/Extractor,80.0,83.0,['The parameters [ re_feed ] are added to the method __init__ from the module plugins/extract/pipeline.py in class Extractor'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Add Parameter,_load_align,_load_align,plugins/extract/pipeline.py/Extractor,505.0,509.0,['The parameters [ re_feed ] are added to the method _load_align from the module plugins/extract/pipeline.py in class Extractor'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,landmarks,aligned_faces,plugins/train/trainer/_base.py/_TrainingAlignments,1065.0,1089.0,['The method landmarks from the module plugins/train/trainer/_base.py in class _TrainingAlignments is renamed to aligned_faces'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Change/Rename Parameter,_compile_feed_faces,_compile_feed_faces,scripts/convert.py/Predict,906.0,929.0,['The parameters [ detected_faces ] of the method _compile_feed_faces from the module scripts/convert.py in class Predict are changed/renamed to [feed_faces]'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,set_output,_set_output,tools/alignments/jobs.py/Draw,361.0,291.0,['The method set_output from the module tools/alignments/jobs.py in class Draw is renamed to _set_output'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,get_faces,_get_faces,tools/alignments/jobs.py/Merge,560.0,684.0,['The method get_faces from the module tools/alignments/jobs.py in class Merge is renamed to _get_faces'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,merge_alignment,_merge_alignment,tools/alignments/jobs.py/Merge,638.0,789.0,['The method merge_alignment from the module tools/alignments/jobs.py in class Merge is renamed to _merge_alignment'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,remove_faces,_remove_faces,tools/alignments/jobs.py/Merge,598.0,732.0,['The method remove_faces from the module tools/alignments/jobs.py in class Merge is renamed to _remove_faces'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,set_destination_filename,_set_destination_filename,tools/alignments/jobs.py/Merge,646.0,807.0,['The method set_destination_filename from the module tools/alignments/jobs.py in class Merge is renamed to _set_destination_filename'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Remove Parameter,__init__,__init__,tools/alignments/media.py/ExtractedFaces,335.0,308.0,['The parameters [ align_eyes ] of the method __init__ from the module tools/alignments/media.py in class ExtractedFaces is/are removed'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Change/Rename Parameter,_monitor_extract,_monitor_extract,tools/manual/detected_faces.py/_DiskIO,351.0,356.0,['The parameters [ pbar ] of the method _monitor_extract from the module tools/manual/detected_faces.py in class _DiskIO are changed/renamed to [progress_bar]'],05018f6119b4f90b91d18203e6bcd39868b0b662,,,,,,,
Rename Method,__call__,call,lib/model/loss/loss_tf.py/LossWrapper,936.0,937.0,['The method __call__ from the module lib/model/loss/loss_tf.py in class LossWrapper is renamed to call'],06468c97d475c0125375e77aad3f4fc1a87e8fe6,,,,,,,
Add Parameter,__init__,__init__,plugins/train/model/_base/io.py/IO,84.0,88.0,['The parameters [ save_optimizer ] are added to the method __init__ from the module plugins/train/model/_base/io.py in class IO'],06468c97d475c0125375e77aad3f4fc1a87e8fe6,,,,,,,
Add Parameter,save,save,plugins/train/model/_base/io.py/IO,166.0,175.0,['The parameters [ is_exit ] are added to the method save from the module plugins/train/model/_base/io.py in class IO'],06468c97d475c0125375e77aad3f4fc1a87e8fe6,,,,,,,
Add Parameter,save,save,plugins/train/model/_base/model.py/ModelBase,407.0,407.0,['The parameters [ is_exit ] are added to the method save from the module plugins/train/model/_base/model.py in class ModelBase'],06468c97d475c0125375e77aad3f4fc1a87e8fe6,,,,,,,
Extract Method,_monitor,_output_startup_info,scripts/train.py/Train,,, The method _output_startup_info from the module scripts/train.py in class Train is extracted from method _monitor from the module scripts/train.py in class Train ,06468c97d475c0125375e77aad3f4fc1a87e8fe6,"(350,481)",350.0,"[358.0, 359.0, 360.0, 361.0, 362.0, 363.0, 364.0, 366.0, 367.0, 368.0]",,,,
Extract Method,_monitor,_do_preview,scripts/train.py/Train,,, The method _do_preview from the module scripts/train.py in class Train is extracted from method _monitor from the module scripts/train.py in class Train ,06468c97d475c0125375e77aad3f4fc1a87e8fe6,"(350,481)",380.0,"[376.0, 377.0, 378.0, 379.0, 380.0]",,,,
Extract Method,_monitor,_check_keypress,scripts/train.py/Train,,, The method _check_keypress from the module scripts/train.py in class Train is extracted from method _monitor from the module scripts/train.py in class Train ,06468c97d475c0125375e77aad3f4fc1a87e8fe6,"(350,481)",401.0,"[400.0, 401.0, 402.0, 403.0, 405.0, 406.0, 407.0]",,,,
Add Parameter,__init__,__init__,lib/aligner.py/Aligner,10.0,10.0,['The parameters [ detect ] are added to the method __init__ from the module lib/aligner.py in class Aligner'],07e482271f26ad4615fe07e3d0110176395dd2b0,,,,,,,
Add Parameter,_get_batchsize,_get_batchsize,scripts/convert.py/Predict,720.0,738.0,['The parameters [ self ] are added to the method _get_batchsize from the module scripts/convert.py in class Predict'],0a25dff8967dad535f8823d9642c8619ed0a6e9d,,,,,,,
Add Parameter,detect_batch,detect_batch,plugins/extract/detect/dlib_cnn.py/Detect,107.0,107.0,['The parameters [ disable_message ] are added to the method detect_batch from the module plugins/extract/detect/dlib_cnn.py in class Detect'],0a76b787ad41911d98aa3446fe80bc5ab71bad6e,,,,,,,
Add Parameter,__init__,__init__,lib/gui/stats.py/Calculations,340.0,340.0,['The parameters [ smooth_amount ] are added to the method __init__ from the module lib/gui/stats.py in class Calculations'],0a7e5d397ed2bb9b61ee54d73e38d7ef6d890e46,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/Convert_Adjust.py/Convert,13.0,15.0,['The parameters [ draw_transparent ] are added to the method __init__ from the module plugins/convert/Convert_Adjust.py in class Convert'],0ab340f8ea3f8c1bbe1d367ee8bdcfefc49eaaf5,,,,,,,
Remove Parameter,get_model,get_model,lib/vgg_face2_keras.py/VGGFace2,41.0,42.0,['The parameters [ self ] of the method get_model from the module lib/vgg_face2_keras.py in class VGGFace2 is/are removed'],0bcd0c49b63e3c70b2474126e3f5c574f2d8842f,,,,,,,
Change Return Type,_save_interval,_save_interval,scripts/extract.py/Extract,71.0,78.0,['The return type of method _save_interval from the module scripts/extract.py in class Extract is updated'],0d23714875f81ddabdbe8f4e40bef6e5f29eeb19,,,,,,,
Remove Parameter,_set_keras_mixed_precision,_set_keras_mixed_precision,plugins/train/model/_base/settings.py/Settings,489.0,491.0,['The parameters [ exclude_gpus ] of the method _set_keras_mixed_precision from the module plugins/train/model/_base/settings.py in class Settings is/are removed'],0d2eafa48584366d750e2c7d4feb28f812daf81d,,,,,,,
Add Parameter,__init__,__init__,scripts/extract.py/Plugins,248.0,248.0,['The parameters [ converter_args ] are added to the method __init__ from the module scripts/extract.py in class Plugins'],0d567f1696583dcbec68c759b136578035b132f8,,,,,,,
Change/Rename Parameter,load_batches,load_batches,lib/training_data.py/TrainingDataGenerator,86.0,95.0,['The parameters [ is_timelapse ] of the method load_batches from the module lib/training_data.py in class TrainingDataGenerator are changed/renamed to [is_display]'],0da3b5ef823775baf0f96150e03d0920ce698baf,,,,,,,
Add Parameter,minibatch_ab,minibatch_ab,lib/training_data.py/TrainingDataGenerator,53.0,53.0,['The parameters [ is_preview ] are added to the method minibatch_ab from the module lib/training_data.py in class TrainingDataGenerator'],0da3b5ef823775baf0f96150e03d0920ce698baf,,,,,,,
Change/Rename Parameter,process_face,process_face,lib/training_data.py/TrainingDataGenerator,145.0,154.0,['The parameters [ is_timelapse ] of the method process_face from the module lib/training_data.py in class TrainingDataGenerator are changed/renamed to [is_display]'],0da3b5ef823775baf0f96150e03d0920ce698baf,,,,,,,
Add Parameter,__init__,__init__,plugins/train/model/_base.py/ModelBase,35.0,35.0,['The parameters [ augment_color ] are added to the method __init__ from the module plugins/train/model/_base.py in class ModelBase'],0da3b5ef823775baf0f96150e03d0920ce698baf,,,,,,,
Add Parameter,alignment_dict,alignment_dict,tools/sort.py/Sort,95.0,96.0,['The parameters [ filename ] are added to the method alignment_dict from the module tools/sort.py in class Sort'],0e0b2faa1a205fe276a7c53bc600fca60b239234,,,,,,,
Rename Method,_get_loss_functions,_set_loss_functions,plugins/train/model/_base.py/_Loss,983.0,984.0,['The method _get_loss_functions from the module plugins/train/model/_base.py in class _Loss is renamed to _set_loss_functions'],0e31b98d3646256bd9b71ae351dc7d7f4f0f23fd,,,,,,,
Rename Method,_get_loss_names,_set_loss_names,plugins/train/model/_base.py/_Loss,950.0,951.0,['The method _get_loss_names from the module plugins/train/model/_base.py in class _Loss is renamed to _set_loss_names'],0e31b98d3646256bd9b71ae351dc7d7f4f0f23fd,,,,,,,
Add Parameter,__init__,__init__,lib/training_data.py/TrainingDataGenerator,24.0,24.0,['The parameters [ config ] are added to the method __init__ from the module lib/training_data.py in class TrainingDataGenerator'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Add Parameter,__init__,__init__,lib/training_data.py/ImageManipulation,217.0,218.0,['The parameters [ config ] are added to the method __init__ from the module lib/training_data.py in class ImageManipulation'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Add Parameter,random_clahe,random_clahe,lib/training_data.py/ImageManipulation,249.0,247.0,['The parameters [ self ] are added to the method random_clahe from the module lib/training_data.py in class ImageManipulation'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Add Parameter,random_lab,random_lab,lib/training_data.py/ImageManipulation,265.0,265.0,['The parameters [ self ] are added to the method random_lab from the module lib/training_data.py in class ImageManipulation'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Add Parameter,__init__,__init__,plugins/train/trainer/_base.py/TrainerBase,43.0,49.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/train/trainer/_base.py in class TrainerBase'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Add Parameter,__init__,__init__,plugins/train/trainer/_base.py/Batcher,221.0,230.0,['The parameters [ config ] are added to the method __init__ from the module plugins/train/trainer/_base.py in class Batcher'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Add Parameter,__init__,__init__,plugins/train/trainer/_base.py/Timelapse,564.0,579.0,['The parameters [ preview_images ] are added to the method __init__ from the module plugins/train/trainer/_base.py in class Timelapse'],0e76422805a8eb4e1adef214be9af5357221606c,,,,,,,
Rename Method,images_found,count_images,scripts/fsmedia.py/Images,144.0,145.0,['The method images_found from the module scripts/fsmedia.py in class Images is renamed to count_images'],0ec9b31a26e81348a611828e296428edd7ec5b3b,,,,,,,
Rename Method,count,count_frames,tools/lib_alignments/media.py/MediaLoader,108.0,109.0,['The method count from the module tools/lib_alignments/media.py in class MediaLoader is renamed to count_frames'],0ec9b31a26e81348a611828e296428edd7ec5b3b,,,,,,,
Add Parameter,__init__,__init__,lib/config.py/FaceswapConfig,18.0,17.0,['The parameters [ configfile ] are added to the method __init__ from the module lib/config.py in class FaceswapConfig'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,lib/convert.py/Converter,19.0,19.0,['The parameters [ configfile ] are added to the method __init__ from the module lib/convert.py in class Converter'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,getarrow,getarrow,lib/keypress.py/KBHit,67.0,68.0,['The parameters [ self ] are added to the method getarrow from the module lib/keypress.py in class KBHit'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,getch,getch,lib/keypress.py/KBHit,59.0,59.0,['The parameters [ self ] are added to the method getch from the module lib/keypress.py in class KBHit'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,kbhit,kbhit,lib/keypress.py/KBHit,86.0,88.0,['The parameters [ self ] are added to the method kbhit from the module lib/keypress.py in class KBHit'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/color/_base.py/Adjustment,19.0,19.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/convert/color/_base.py in class Adjustment'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,set_config,set_config,plugins/convert/color/_base.py/Adjustment,25.0,26.0,['The parameters [ configfile ] are added to the method set_config from the module plugins/convert/color/_base.py in class Adjustment'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,get_config,get_config,plugins/convert/color/_base.py,12.0,12.0,['The parameters [ configfile ] are added to the method get_config from the module plugins/convert/color/_base.py'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/mask/_base.py/Adjustment,22.0,22.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/convert/mask/_base.py in class Adjustment'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,set_config,set_config,plugins/convert/mask/_base.py/Adjustment,34.0,35.0,['The parameters [ configfile ] are added to the method set_config from the module plugins/convert/mask/_base.py in class Adjustment'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,get_config,get_config,plugins/convert/mask/_base.py,15.0,15.0,['The parameters [ configfile ] are added to the method get_config from the module plugins/convert/mask/_base.py'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Remove Parameter,__init__,__init__,plugins/convert/mask/box_blend.py/Mask,16.0,16.0,['The parameters [ config ] of the method __init__ from the module plugins/convert/mask/box_blend.py in class Mask is/are removed'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Remove Parameter,__init__,__init__,plugins/convert/mask/mask_blend.py/Mask,13.0,13.0,['The parameters [ config ] of the method __init__ from the module plugins/convert/mask/mask_blend.py in class Mask is/are removed'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/scaling/_base.py/Adjustment,19.0,19.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/convert/scaling/_base.py in class Adjustment'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,set_config,set_config,plugins/convert/scaling/_base.py/Adjustment,25.0,26.0,['The parameters [ configfile ] are added to the method set_config from the module plugins/convert/scaling/_base.py in class Adjustment'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,get_config,get_config,plugins/convert/scaling/_base.py,12.0,12.0,['The parameters [ configfile ] are added to the method get_config from the module plugins/convert/scaling/_base.py'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/writer/_base.py/Output,20.0,20.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/convert/writer/_base.py in class Output'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,get_config,get_config,plugins/convert/writer/_base.py,13.0,13.0,['The parameters [ configfile ] are added to the method get_config from the module plugins/convert/writer/_base.py'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/align/_base.py/Aligner,37.0,37.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/extract/align/_base.py in class Aligner'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/_base.py/Detector,36.0,36.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/extract/detect/_base.py in class Detector'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,get_config,get_config,plugins/extract/detect/_base.py,29.0,29.0,['The parameters [ configfile ] are added to the method get_config from the module plugins/extract/detect/_base.py'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/pipeline.py/Extractor,25.0,25.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/extract/pipeline.py in class Extractor'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,load_aligner,load_aligner,plugins/extract/pipeline.py/Extractor,81.0,83.0,['The parameters [ configfile ] are added to the method load_aligner from the module plugins/extract/pipeline.py in class Extractor'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Add Parameter,load_detector,load_detector,plugins/extract/pipeline.py/Extractor,71.0,72.0,['The parameters [ configfile ] are added to the method load_detector from the module plugins/extract/pipeline.py in class Extractor'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Extract Method,set_defaults,set_globals,plugins/train/_config.py/Config,,, The method set_globals from the module plugins/train/_config.py in class Config is extracted from method set_defaults from the module plugins/train/_config.py in class Config ,0eff0a1719f9e77bc505a8c7daea23218fc0bab5,"(30,22)",37.0,"[34.0, 35.0, 37.0, 41.0, 45.0, 50.0, 54.0]",,,,
Add Parameter,__init__,__init__,plugins/train/model/_base.py/ModelBase,35.0,35.0,['The parameters [ configfile ] are added to the method __init__ from the module plugins/train/model/_base.py in class ModelBase'],0eff0a1719f9e77bc505a8c7daea23218fc0bab5,,,,,,,
Remove Parameter,conv2d,conv2d,lib/model/nn_blocks.py/NNBlocks,75.0,77.0,['The parameters [ force_initializer ] of the method conv2d from the module lib/model/nn_blocks.py in class NNBlocks is/are removed'],0f62379bee86e810d374de32dbf3476794f90162,,,,,,,
Rename Method,update_kwargs,set_default_initializer,lib/model/nn_blocks.py/NNBlocks,51.0,51.0,['The method update_kwargs from the module lib/model/nn_blocks.py in class NNBlocks is renamed to set_default_initializer'],0f62379bee86e810d374de32dbf3476794f90162,,,,,,,
