Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Rename Method,reset_config_saved,reset_config_to_saved,tools/preview.py/ConfigTools,574.0,868.0,['The method reset_config_saved from the module tools/preview.py in class ConfigTools is renamed to reset_config_to_saved'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,refresh_display_callback,_refresh_display_callback,tools/preview.py/ImagesCanvas,651.0,974.0,['The method refresh_display_callback from the module tools/preview.py in class ImagesCanvas is renamed to _refresh_display_callback'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,reload,_reload,tools/preview.py/ImagesCanvas,665.0,988.0,['The method reload from the module tools/preview.py in class ImagesCanvas is renamed to _reload'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,resize,_resize,tools/preview.py/ImagesCanvas,658.0,981.0,['The method resize from the module tools/preview.py in class ImagesCanvas is renamed to _resize'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Add Parameter,__init__,__init__,tools/preview.py/ActionFrame,674.0,1021.0,['The parameters [ available_masks has_predicted_mask ] are added to the method __init__ from the module tools/preview.py in class ActionFrame'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_actions,_add_actions,tools/preview.py/ActionFrame,785.0,1270.0,['The method add_actions from the module tools/preview.py in class ActionFrame is renamed to _add_actions'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_busy_indicator,_add_busy_indicator,tools/preview.py/ActionFrame,756.0,1224.0,['The method add_busy_indicator from the module tools/preview.py in class ActionFrame is renamed to _add_busy_indicator'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_patch_callback,_add_patch_callback,tools/preview.py/ActionFrame,751.0,1213.0,['The method add_patch_callback from the module tools/preview.py in class ActionFrame is renamed to _add_patch_callback'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_refresh_button,_add_refresh_button,tools/preview.py/ActionFrame,745.0,1201.0,['The method add_refresh_button from the module tools/preview.py in class ActionFrame is renamed to _add_refresh_button'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,busy_indicator_trace,_busy_indicator_trace,tools/preview.py/ActionFrame,765.0,1244.0,['The method busy_indicator_trace from the module tools/preview.py in class ActionFrame is renamed to _busy_indicator_trace'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,format_from_display,_format_from_display,tools/preview.py/ActionFrame,701.0,1054.0,['The method format_from_display from the module tools/preview.py in class ActionFrame is renamed to _format_from_display'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,format_to_display,_format_to_display,tools/preview.py/ActionFrame,706.0,1070.0,['The method format_to_display from the module tools/preview.py in class ActionFrame is renamed to _format_to_display'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,start_busy_indicator,_start_busy_indicator,tools/preview.py/ActionFrame,779.0,1264.0,['The method start_busy_indicator from the module tools/preview.py in class ActionFrame is renamed to _start_busy_indicator'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,stop_busy_indicator,_stop_busy_indicator,tools/preview.py/ActionFrame,773.0,1258.0,['The method stop_busy_indicator from the module tools/preview.py in class ActionFrame is renamed to _stop_busy_indicator'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_patch_callback,_add_patch_callback,tools/preview.py/OptionsBook,848.0,1354.0,['The method add_patch_callback from the module tools/preview.py in class OptionsBook is renamed to _add_patch_callback'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,build_sub_tabs,_build_sub_tabs,tools/preview.py/OptionsBook,836.0,1344.0,['The method build_sub_tabs from the module tools/preview.py in class OptionsBook is renamed to _build_sub_tabs'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,build_tabs,_build_tabs,tools/preview.py/OptionsBook,828.0,1336.0,['The method build_tabs from the module tools/preview.py in class OptionsBook is renamed to _build_tabs'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_actions,_add_actions,tools/preview.py/ConfigFrame,943.0,1420.0,['The method add_actions from the module tools/preview.py in class ConfigFrame is renamed to _add_actions'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Rename Method,add_frame_separator,_add_frame_separator,tools/preview.py/ConfigFrame,935.0,1413.0,['The method add_frame_separator from the module tools/preview.py in class ConfigFrame is renamed to _add_frame_separator'],1bdc9da02f805f45c81485078a91d5410a64cfc6,,,,,,,
Move Method,gaussian_blur,gaussian_blur,,,, method gaussian_blur from the module lib/model/masks.py was moved to module lib/model/losses.py ,1cb67c585efe448791c1b4a3d3050b9f399a7fac,,,,lib/model/masks.py,lib/model/losses.py,33.0,920.0
Move Method,gaussian,gaussian,,,, method gaussian from the module lib/model/masks.py was moved to module lib/model/losses.py ,1cb67c585efe448791c1b4a3d3050b9f399a7fac,,,,lib/model/masks.py,lib/model/losses.py,36.0,923.0
Move Method,make_kernel,make_kernel,,,, method make_kernel from the module lib/model/masks.py was moved to module lib/model/losses.py ,1cb67c585efe448791c1b4a3d3050b9f399a7fac,,,,lib/model/masks.py,lib/model/losses.py,39.0,926.0
Move Method,func,func,,,, method func from the module lib/model/masks.py was moved to module lib/model/losses.py ,1cb67c585efe448791c1b4a3d3050b9f399a7fac,,,,lib/model/masks.py,lib/model/losses.py,50.0,937.0
Add Parameter,__init__,__init__,plugins/convert/writer/ffmpeg.py/Writer,16.0,16.0,['The parameters [ frame_ranges ] are added to the method __init__ from the module plugins/convert/writer/ffmpeg.py in class Writer'],1d0d7214525205caf841c8d8e7789862a600b2a4,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/writer/gif.py/Writer,13.0,13.0,['The parameters [ frame_ranges ] are added to the method __init__ from the module plugins/convert/writer/gif.py in class Writer'],1d0d7214525205caf841c8d8e7789862a600b2a4,,,,,,,
Remove Parameter,__init__,__init__,plugins/extract/mask/_base.py/Masker,82.0,79.0,['The parameters [ image_is_aligned ] of the method __init__ from the module plugins/extract/mask/_base.py in class Masker is/are removed'],1d1face00d9476896e7857d3976afce383585d1b,,,,,,,
Remove Parameter,__init__,__init__,plugins/extract/pipeline.py/Extractor,104.0,102.0,['The parameters [ image_is_aligned ] of the method __init__ from the module plugins/extract/pipeline.py in class Extractor is/are removed'],1d1face00d9476896e7857d3976afce383585d1b,,,,,,,
Remove Parameter,_load_mask,_load_mask,plugins/extract/pipeline.py/Extractor,626.0,635.0,['The parameters [ image_is_aligned ] of the method _load_mask from the module plugins/extract/pipeline.py in class Extractor is/are removed'],1d1face00d9476896e7857d3976afce383585d1b,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/pipeline.py/ExtractMedia,789.0,798.0,['The parameters [ is_aligned ] are added to the method __init__ from the module plugins/extract/pipeline.py in class ExtractMedia'],1d1face00d9476896e7857d3976afce383585d1b,,,,,,,
Remove Parameter,__init__,__init__,plugins/extract/recognition/_base.py/Identity,79.0,83.0,['The parameters [ image_is_aligned ] of the method __init__ from the module plugins/extract/recognition/_base.py in class Identity is/are removed'],1d1face00d9476896e7857d3976afce383585d1b,,,,,,,
Rename Method,add_label,_add_label,lib/gui/display_analysis.py/StatsData,363.0,405.0,['The method add_label from the module lib/gui/display_analysis.py in class StatsData is renamed to _add_label'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,check_valid_data,_check_valid_data,lib/gui/display_analysis.py/StatsData,447.0,525.0,['The method check_valid_data from the module lib/gui/display_analysis.py in class StatsData is renamed to _check_valid_data'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,data_popup_check_boundaries,_data_popup_check_boundaries,lib/gui/display_analysis.py/StatsData,507.0,606.0,['The method data_popup_check_boundaries from the module lib/gui/display_analysis.py in class StatsData is renamed to _data_popup_check_boundaries'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,data_popup_get_position,_data_popup_get_position,lib/gui/display_analysis.py/StatsData,493.0,586.0,['The method data_popup_get_position from the module lib/gui/display_analysis.py in class StatsData is renamed to _data_popup_get_position'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,data_popup_title,_data_popup_title,lib/gui/display_analysis.py/StatsData,483.0,569.0,['The method data_popup_title from the module lib/gui/display_analysis.py in class StatsData is renamed to _data_popup_title'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,resize_frame,_resize_frame,lib/gui/display_analysis.py/StatsData,369.0,411.0,['The method resize_frame from the module lib/gui/display_analysis.py in class StatsData is renamed to _resize_frame'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,select_item,_select_item,lib/gui/display_analysis.py/StatsData,434.0,504.0,['The method select_item from the module lib/gui/display_analysis.py in class StatsData is renamed to _select_item'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,tree_columns,_tree_columns,lib/gui/display_analysis.py/StatsData,387.0,445.0,['The method tree_columns from the module lib/gui/display_analysis.py in class StatsData is renamed to _tree_columns'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,tree_configure,_tree_configure,lib/gui/display_analysis.py/StatsData,377.0,425.0,['The method tree_configure from the module lib/gui/display_analysis.py in class StatsData is renamed to _tree_configure'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,add_option_refresh,_add_option_refresh,lib/gui/display_command.py/GraphDisplay,203.0,247.0,['The method add_option_refresh from the module lib/gui/display_command.py in class GraphDisplay is renamed to _add_option_refresh'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,add_option_smoothing,_add_option_smoothing,lib/gui/display_command.py/GraphDisplay,216.0,284.0,['The method add_option_smoothing from the module lib/gui/display_command.py in class GraphDisplay is renamed to _add_option_smoothing'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,smooth_amount_callback,_smooth_amount_callback,lib/gui/display_command.py/GraphDisplay,287.0,387.0,['The method smooth_amount_callback from the module lib/gui/display_command.py in class GraphDisplay is renamed to _smooth_amount_callback'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,compile_stats,get_summary_stats,lib/gui/stats.py/SessionsSummary,324.0,552.0,['The method compile_stats from the module lib/gui/stats.py in class SessionsSummary is renamed to get_summary_stats'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,get_calculations,_get_calculations,lib/gui/stats.py/Calculations,512.0,1012.0,['The method get_calculations from the module lib/gui/stats.py in class Calculations is renamed to _get_calculations'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Rename Method,remove_raw,_remove_raw,lib/gui/stats.py/Calculations,455.0,962.0,['The method remove_raw from the module lib/gui/stats.py in class Calculations is renamed to _remove_raw'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/utils.py/Config,770.0,766.0,['The parameters [ session ] of the method __init__ from the module lib/gui/utils.py in class Config is/are removed'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Remove Parameter,initialize_config,initialize_config,lib/gui/utils.py,27.0,27.0,['The parameters [ session ] of the method initialize_config from the module lib/gui/utils.py is/are removed'],1daa7dc6f6df2cb22af40e641d93e808c830e774,,,,,,,
Add Parameter,create_detector,create_detector,lib/face_alignment/detectors.py/DLibDetector,61.0,61.0,['The parameters [ placeholder ] are added to the method create_detector from the module lib/face_alignment/detectors.py in class DLibDetector'],1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/face_alignment/extractor.py/Align,75.0,92.0,['The parameters [ frame ] of the method __init__ from the module lib/face_alignment/extractor.py in class Align are changed/renamed to [image]'],1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,,,,
Rename Method,conv_sep3,conv_inst_norm,plugins/Model_OriginalHighRes/Model.py/Model,163.0,166.0,['The method conv_sep3 from the module plugins/Model_OriginalHighRes/Model.py in class Model is renamed to conv_inst_norm'],1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,,,,
Rename Method,upscale_sep3,upscale_inst_norm,plugins/Model_OriginalHighRes/Model.py/Model,181.0,184.0,['The method upscale_sep3 from the module plugins/Model_OriginalHighRes/Model.py in class Model is renamed to upscale_inst_norm'],1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,,,,
Change/Rename Parameter,calc_landmarks_face_pitch,calc_landmarks_face_pitch,tools/sort.py/Sort,702.0,719.0,['The parameters [ fl ] of the method calc_landmarks_face_pitch from the module tools/sort.py in class Sort are changed/renamed to [flm]'],1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,,,,
Change/Rename Parameter,calc_landmarks_face_yaw,calc_landmarks_face_yaw,tools/sort.py/Sort,708.0,726.0,['The parameters [ fl ] of the method calc_landmarks_face_yaw from the module tools/sort.py in class Sort are changed/renamed to [flm]'],1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,,,,
Move Method,detect_faces,detect_faces,,,, method detect_faces from the module lib/face_alignment/detectors.py in class MTCNNDetector was moved to class DLibDetector of module lib/face_alignment/detectors.py ,1e70ad1ef88b58191fd02f8668557fbee3c63dc0,,,,lib/face_alignment/detectors.py/MTCNNDetector,lib/face_alignment/detectors.py/DLibDetector,155.0,81.0
Rename Method,check_config_change,_check_config_change,lib/config.py/FaceswapConfig,438.0,588.0,['The method check_config_change from the module lib/config.py in class FaceswapConfig is renamed to _check_config_change'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,check_config_choices,_check_config_choices,lib/config.py/FaceswapConfig,409.0,556.0,['The method check_config_choices from the module lib/config.py in class FaceswapConfig is renamed to _check_config_choices'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,check_exists,_check_exists,lib/config.py/FaceswapConfig,296.0,397.0,['The method check_exists from the module lib/config.py in class FaceswapConfig is renamed to _check_exists'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,create_default,_create_default,lib/config.py/FaceswapConfig,304.0,411.0,['The method create_default from the module lib/config.py in class FaceswapConfig is renamed to _create_default'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,get_config_file,_get_config_file,lib/config.py/FaceswapConfig,190.0,258.0,['The method get_config_file from the module lib/config.py in class FaceswapConfig is renamed to _get_config_file'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,handle_config,_handle_config,lib/config.py/FaceswapConfig,455.0,611.0,['The method handle_config from the module lib/config.py in class FaceswapConfig is renamed to _handle_config'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,insert_config_item,_insert_config_item,lib/config.py/FaceswapConfig,331.0,447.0,['The method insert_config_item from the module lib/config.py in class FaceswapConfig is renamed to _insert_config_item'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,load_config,_load_config,lib/config.py/FaceswapConfig,364.0,513.0,['The method load_config from the module lib/config.py in class FaceswapConfig is renamed to _load_config'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Change Return Type,_parse_list,_parse_list,lib/config.py/FaceswapConfig,162.0,230.0,['The return type of method _parse_list from the module lib/config.py in class FaceswapConfig is updated'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Rename Method,validate_config,_validate_config,lib/config.py/FaceswapConfig,376.0,525.0,['The method validate_config from the module lib/config.py in class FaceswapConfig is renamed to _validate_config'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Change Return Type,changeable_items,changeable_items,lib/config.py/FaceswapConfig,34.0,95.0,['The return type of method changeable_items from the module lib/config.py in class FaceswapConfig is updated'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Change Return Type,config_dict,config_dict,lib/config.py/FaceswapConfig,113.0,178.0,['The return type of method config_dict from the module lib/config.py in class FaceswapConfig is updated'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Add Parameter,format_help,format_help,lib/config.py/FaceswapConfig,344.0,479.0,['The parameters [ cls ] are added to the method format_help from the module lib/config.py in class FaceswapConfig'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Extract Method,save,_get_new_config,lib/gui/popup_configure.py/DisplayArea,,, The method _get_new_config from the module lib/gui/popup_configure.py in class DisplayArea is extracted from method save from the module lib/gui/popup_configure.py in class DisplayArea ,2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,"(631,687)",634.0,"[645.0, 656.0, 657.0, 660.0, 661.0, 664.0, 665.0, 669.0, 670.0, 671.0, 672.0, 673.0, 675.0, 676.0, 678.0, 679.0, 680.0]",,,,
Add Parameter,__init__,__init__,lib/gui/utils/file_handler.py/FileHandler,71.0,73.0,['The parameters [ parent ] are added to the method __init__ from the module lib/gui/utils/file_handler.py in class FileHandler'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Add Parameter,_set_kwargs,_set_kwargs,lib/gui/utils/file_handler.py/FileHandler,213.0,217.0,['The parameters [ parent ] are added to the method _set_kwargs from the module lib/gui/utils/file_handler.py in class FileHandler'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Change Return Type,_get_config,_get_config,plugins/train/trainer/_base.py/TrainerBase,103.0,114.0,['The return type of method _get_config from the module plugins/train/trainer/_base.py in class TrainerBase is updated'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Add Parameter,__init__,__init__,plugins/train/trainer/_base.py/_Samples,610.0,628.0,['The parameters [ mask_opacity mask_color ] are added to the method __init__ from the module plugins/train/trainer/_base.py in class _Samples'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Add Parameter,__init__,__init__,plugins/train/trainer/_base.py/_Timelapse,1003.0,1031.0,['The parameters [ mask_opacity mask_color ] are added to the method __init__ from the module plugins/train/trainer/_base.py in class _Timelapse'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Change Return Type,_get_config,_get_config,plugins/train/trainer/_base.py,39.0,41.0,['The return type of method _get_config from the module plugins/train/trainer/_base.py is updated'],2028579756c5b7d9e2f9b1ee4b2bb565916f1a3f,,,,,,,
Add Parameter,save_models,save_models,plugins/train/model/_base.py/ModelBase,394.0,396.0,['The parameters [ snapshot_iteration ] are added to the method save_models from the module plugins/train/model/_base.py in class ModelBase'],2071c6df4570538dbe37bfbd21e888c8e99dd599,,,,,,,
Add Parameter,save,save,plugins/train/model/_base.py/State,700.0,705.0,['The parameters [ snapshot ] are added to the method save from the module plugins/train/model/_base.py in class State'],2071c6df4570538dbe37bfbd21e888c8e99dd599,,,,,,,
Extract Method,process,_run_process,tools/alignments/alignments.py/Alignments,,, The method _run_process from the module tools/alignments/alignments.py in class Alignments is extracted from method process from the module tools/alignments/alignments.py in class Alignments ,216ef387636eb7b84819c1b77d9a2f631ed97ab5,"(199,217)",200.0,"[215.0, 216.0]",,,,
Remove Parameter,__init__,__init__,lib/faces_detect.py/DetectedFace,25.0,10.0,['The parameters [ landmarks ] of the method __init__ from the module lib/faces_detect.py in class DetectedFace is/are removed'],232d9313afabc075e28c1a42047b22e0568200e6,,,,,,,
Add Parameter,add_item,add_item,lib/config.py/FaceswapConfig,113.0,113.0,['The parameters [ gui_radio ] are added to the method add_item from the module lib/config.py in class FaceswapConfig'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,__init__,__init__,lib/gui/utils.py/Images,221.0,222.0,['The parameters [ pathcache ] are added to the method __init__ from the module lib/gui/utils.py in class Images'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,initialize_images,initialize_images,lib/gui/utils.py,34.0,35.0,['The parameters [ pathcache ] are added to the method initialize_images from the module lib/gui/utils.py'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/color/_base.py/Adjustment,19.0,19.0,['The parameters [ config ] are added to the method __init__ from the module plugins/convert/color/_base.py in class Adjustment'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/mask/_base.py/Adjustment,22.0,22.0,['The parameters [ config ] are added to the method __init__ from the module plugins/convert/mask/_base.py in class Adjustment'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/mask/box_blend.py/Mask,16.0,16.0,['The parameters [ config ] are added to the method __init__ from the module plugins/convert/mask/box_blend.py in class Mask'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/mask/mask_blend.py/Mask,13.0,13.0,['The parameters [ config ] are added to the method __init__ from the module plugins/convert/mask/mask_blend.py in class Mask'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,__init__,__init__,plugins/convert/scaling/_base.py/Adjustment,19.0,19.0,['The parameters [ config ] are added to the method __init__ from the module plugins/convert/scaling/_base.py in class Adjustment'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,_import,_import,plugins/plugin_loader.py/PluginLoader,38.0,38.0,['The parameters [ disable_logging ] are added to the method _import from the module plugins/plugin_loader.py in class PluginLoader'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,get_converter,get_converter,plugins/plugin_loader.py/PluginLoader,33.0,33.0,['The parameters [ disable_logging ] are added to the method get_converter from the module plugins/plugin_loader.py in class PluginLoader'],236c35f11adf7655ff79ef6aa17842a96e955882,,,,,,,
Add Parameter,upscale,upscale,lib/model/nn_blocks.py/NNBlocks,112.0,112.0,['The parameters [ scale_factor ] are added to the method upscale from the module lib/model/nn_blocks.py in class NNBlocks'],23bb80a9adc1b3e69e2224bbbf294f946079ae0f,,,,,,,
Extract Method,convert,check_skip,scripts/convert.py/ConvertImage,,, The method check_skip from the module scripts/convert.py in class ConvertImage is extracted from method convert from the module scripts/convert.py in class ConvertImage ,2633da9ed77221fb22594f2ab936c81b86392a6b,"(131,136)",132.0,"[138.0, 140.0]",,,,
Add Parameter,__init__,__init__,lib/model/session.py/KSession,55.0,57.0,['The parameters [ cpu_mode ] are added to the method __init__ from the module lib/model/session.py in class KSession'],26dde3c19a1e348b1abb58d0a79b4c85fe0a0c95,,,,,,,
Add Parameter,_set_session,_set_session,lib/model/session.py/KSession,136.0,142.0,['The parameters [ cpu_mode ] are added to the method _set_session from the module lib/model/session.py in class KSession'],26dde3c19a1e348b1abb58d0a79b4c85fe0a0c95,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/RNet,143.0,354.0,['The parameters [ cpu_mode input_size threshold ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class RNet'],26dde3c19a1e348b1abb58d0a79b4c85fe0a0c95,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/ONet,176.0,485.0,['The parameters [ cpu_mode input_size threshold ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class ONet'],26dde3c19a1e348b1abb58d0a79b4c85fe0a0c95,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/mask/bisenet_fp.py/BiSeNet,539.0,542.0,['The parameters [ cpu_mode ] are added to the method __init__ from the module plugins/extract/mask/bisenet_fp.py in class BiSeNet'],26dde3c19a1e348b1abb58d0a79b4c85fe0a0c95,,,,,,,
Add Parameter,_check_display,_check_display,lib/cli/launcher.py/ScriptExecutor,150.0,154.0,['The parameters [ cls ] are added to the method _check_display from the module lib/cli/launcher.py in class ScriptExecutor'],26e26c628803e592ce876e101a45033c87a5a97b,,,,,,,
Add Parameter,_test_tkinter,_test_tkinter,lib/cli/launcher.py/ScriptExecutor,122.0,126.0,['The parameters [ cls ] are added to the method _test_tkinter from the module lib/cli/launcher.py in class ScriptExecutor'],26e26c628803e592ce876e101a45033c87a5a97b,,,,,,,
Change Return Type,_amd_predict_with_optimized_batchsizes,_amd_predict_with_optimized_batchsizes,lib/model/session.py/KSession,84.0,101.0,['The return type of method _amd_predict_with_optimized_batchsizes from the module lib/model/session.py in class KSession is updated'],26e26c628803e592ce876e101a45033c87a5a97b,,,,,,,
Change Return Type,predict,predict,lib/model/session.py/KSession,66.0,73.0,['The return type of method predict from the module lib/model/session.py in class KSession is updated'],26e26c628803e592ce876e101a45033c87a5a97b,,,,,,,
Add Parameter,__init__,__init__,lib/faces_detect.py/DetectedFace,9.0,10.0,['The parameters [ frame_dims ] are added to the method __init__ from the module lib/faces_detect.py in class DetectedFace'],2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Remove Parameter,smooth_mask,smooth_mask,plugins/convert/Convert_Adjust.py/Convert,53.0,80.0,['The parameters [ img_new ] of the method smooth_mask from the module plugins/convert/Convert_Adjust.py in class Convert is/are removed'],2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Remove Parameter,superpose,superpose,plugins/convert/Convert_Adjust.py/Convert,61.0,93.0,['The parameters [ image ] of the method superpose from the module plugins/convert/Convert_Adjust.py in class Convert is/are removed'],2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/align/_base.py/Aligner,31.0,27.0,['The parameters [ padding ] are added to the method __init__ from the module plugins/extract/align/_base.py in class Aligner'],2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Rename Class,Rotate,Legacy,scripts/convert.py,,, class Rotate was renamed to class Legacy ,2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Rename Class,Rotate,Legacy,tools/lib_alignments/jobs.py,,, class Rotate was renamed to class Legacy ,2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Rename Method,get_destination_format,set_destination_format,tools/lib_alignments/media.py/AlignmentData,63.0,50.0,['The method get_destination_format from the module tools/lib_alignments/media.py in class AlignmentData is renamed to set_destination_format'],2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Rename Method,get_faces_for_frame,get_faces_in_frame,tools/lib_alignments/media.py/ExtractedFaces,406.0,252.0,['The method get_faces_for_frame from the module tools/lib_alignments/media.py in class ExtractedFaces is renamed to get_faces_in_frame'],2783c27e0027cbae9a3d97a04d33a7ef843fcd72,,,,,,,
Add Parameter,load_aligned,load_aligned,lib/faces_detect.py/DetectedFace,94.0,103.0,['The parameters [ dtype ] are added to the method load_aligned from the module lib/faces_detect.py in class DetectedFace'],27a685383ec2fc1df2f60a5648d95b722b2f4e94,,,,,,,
Rename Method,set_mask_function,set_mask_class,lib/training_data.py/TrainingDataGenerator,41.0,41.0,['The method set_mask_function from the module lib/training_data.py in class TrainingDataGenerator is renamed to set_mask_class'],27a685383ec2fc1df2f60a5648d95b722b2f4e94,,,,,,,
Add Parameter,get_folder,get_folder,lib/utils.py,30.0,30.0,['The parameters [ make_folder ] are added to the method get_folder from the module lib/utils.py'],27a685383ec2fc1df2f60a5648d95b722b2f4e94,,,,,,,
Remove Parameter,__init__,__init__,lib/multithreading.py/FixedProducerDispatcher,92.0,108.0,['The parameters [ log_queue log_level ] of the method __init__ from the module lib/multithreading.py in class FixedProducerDispatcher is/are removed'],285fbf1fdb2d85cc20c5ca7c5076245caf6c0625,,,,,,,
