Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,eval_step,eval_step,texar/models/tsf/tsf_classifier.py/TSFClassifier,251.0,251.0,['The parameters [ rho_r ] are added to the method eval_step from the module texar/models/tsf/tsf_classifier.py in class TSFClassifier'],39ce9959f9219487dadf5d6d6b585970bfea9996,,,,,,,
Remove Parameter,train_d_step,train_d_step,texar/models/tsf/tsf_classifier.py/TSFClassifier,223.0,223.0,['The parameters [ rho gamma ] of the method train_d_step from the module texar/models/tsf/tsf_classifier.py in class TSFClassifier is/are removed'],39ce9959f9219487dadf5d6d6b585970bfea9996,,,,,,,
Remove Parameter,_beam_decode,_beam_decode,texar/modules/decoders/transformer_decoders.py/TransformerDecoder,672.0,689.0,['The parameters [ embedding_fn memory memory_attention_bias ] of the method _beam_decode from the module texar/modules/decoders/transformer_decoders.py in class TransformerDecoder is/are removed'],3b167169ab3bac0052767a8b80b66f581a948782,,,,,,,
Add Parameter,_build,_build,texar/modules/decoders/transformer_decoders.py/TransformerDecoder,286.0,284.0,['The parameters [ softmax_temperature impute_finished helper ] are added to the method _build from the module texar/modules/decoders/transformer_decoders.py in class TransformerDecoder'],3b167169ab3bac0052767a8b80b66f581a948782,,,,,,,
Add Parameter,smoothing_cross_entropy,smoothing_cross_entropy,texar/losses/mle_losses.py,169.0,169.0,['The parameters [ zero_pad ] are added to the method smoothing_cross_entropy from the module texar/losses/mle_losses.py'],3d44f0d724b9a7d832533935f1524e58a3bcf041,,,,,,,
Add Parameter,eval_step,eval_step,texar/models/tsf/tsf_classifier_att_lm_rec.py/TSFClassifierAttLMRec,512.0,516.0,['The parameters [ rho_lm rho_rec ] are added to the method eval_step from the module texar/models/tsf/tsf_classifier_att_lm_rec.py in class TSFClassifierAttLMRec'],3d93e8bf15bb7f6f2e9b4b36c290e9c3490ce796,,,,,,,
Remove Parameter,__init__,__init__,txtgen/modules/decoders/rnn_decoders.py/AttentionRNNDecoder,87.0,268.0,['The parameters [ embedding_trainable ] of the method __init__ from the module txtgen/modules/decoders/rnn_decoders.py in class AttentionRNNDecoder is/are removed'],3f962dad1598e32428f0d453e86a6b2647012101,,,,,,,
Rename Class,AttentionDecoderOutput,AttentionRNNDecoderOutput,txtgen/modules/decoders/rnn_decoders.py,,, class AttentionDecoderOutput was renamed to class AttentionRNNDecoderOutput ,3f962dad1598e32428f0d453e86a6b2647012101,,,,,,,
Rename Method,load_en_vocab,load_shared_vocab,examples/transformer/data_load.py,21.0,15.0,['The method load_en_vocab from the module examples/transformer/data_load.py is renamed to load_shared_vocab'],3fab837876e9d45b9d78e33d32e5220812f2712b,,,,,,,
Rename Method,variables,trainable_variables,txtgen/modules/module_base.py/ModuleBase,80.0,114.0,['The method variables from the module txtgen/modules/module_base.py in class ModuleBase is renamed to trainable_variables'],406f63d3c86d9f81931da80c7e0595518b42132f,,,,,,,
Add Parameter,call,call,texar/models/tsf/attention.py/AttentionLayer,60.0,60.0,['The parameters [ mask ] are added to the method call from the module texar/models/tsf/attention.py in class AttentionLayer'],41ba77ab8f310473ccc1b8b1c8845e43d74fd12e,,,,,,,
Add Parameter,__init__,__init__,texar/models/tsf/attention_decoder.py/AttentionDecoder,49.0,49.0,['The parameters [ mask ] are added to the method __init__ from the module texar/models/tsf/attention_decoder.py in class AttentionDecoder'],41ba77ab8f310473ccc1b8b1c8845e43d74fd12e,,,,,,,
Add Parameter,ptb_iterator,ptb_iterator,examples/distributed_gpu/ptb_reader.py,29.0,29.0,['The parameters [ is_train ] are added to the method ptb_iterator from the module examples/distributed_gpu/ptb_reader.py'],421cf14ea29ff0833be0aabe42e4c23fa87cf3e7,,,,,,,
Remove Parameter,_build,_build,texar/modules/connectors/connectors.py/ReparameterizedStochasticConnector,391.0,475.0,['The parameters [ distribution_type ] of the method _build from the module texar/modules/connectors/connectors.py in class ReparameterizedStochasticConnector is/are removed'],4220697bf54de88afc9723f7a35ce9109785881b,,,,,,,
Remove Parameter,_build,_build,texar/modules/connectors/connectors.py/StochasticConnector,523.0,603.0,['The parameters [ distribution_type ] of the method _build from the module texar/modules/connectors/connectors.py in class StochasticConnector is/are removed'],4220697bf54de88afc9723f7a35ce9109785881b,,,,,,,
Inline Method,test_reparameterized_stochastic_connector,assert_same_size,texar/modules/connectors/connectors_test.py/TestConnectors,,, The method assert_same_size from the module texar/modules/connectors/connectors_test.py in class TestConnectors is inlined into method test_reparameterized_stochastic_connector from the module texar/modules/connectors/connectors_test.py in class TestConnectors ,4220697bf54de88afc9723f7a35ce9109785881b,"(83,75)",36.0,[124.0],,,,
Remove Parameter,multihead_attention,multihead_attention,texar/core/layers.py,949.0,948.0,['The parameters [ reuse ] of the method multihead_attention from the module texar/core/layers.py is/are removed'],4287aef6a3a82436b4e3e156b22ede235eb4e6ba,,,,,,,
Change/Rename Parameter,_http_get,_http_get,texar/utils/bert_utils.py,156.0,156.0,['The parameters [ dir ] of the method _http_get from the module texar/utils/bert_utils.py are changed/renamed to [cache_dir]'],42d1b3cea8563eb824012b015dda3213f2f962c2,,,,,,,
Add Parameter,get_embedding,get_embedding,texar/core/layers.py,462.0,462.0,['The parameters [ subscope ] are added to the method get_embedding from the module texar/core/layers.py'],42efaa53edce9b84a98fef1fce24502e6d2ba941,,,,,,,
Change/Rename Parameter,_run_epoch,_run_epoch,examples/language_model_ptb/lm_ptb.py,115.0,116.0,['The parameters [ data ] of the method _run_epoch from the module examples/language_model_ptb/lm_ptb.py are changed/renamed to [data_iter]'],4419dbd0a344ea7bbe38926d53e8ab181f49d680,,,,,,,
Add Parameter,_make_processor,_make_processor,texar/data/data/mono_text_data.py/MonoTextData,125.0,127.0,['The parameters [ chained ] are added to the method _make_processor from the module texar/data/data/mono_text_data.py in class MonoTextData'],458e0db65dd2e808d34bbb7dbeea5bf48739dd0f,,,,,,,
Remove Parameter,_run_epoch,_run_epoch,examples/memory_network_lm/lm_ptb_memnet.py,110.0,108.0,['The parameters [ verbose ] of the method _run_epoch from the module examples/memory_network_lm/lm_ptb_memnet.py is/are removed'],48322fb2d3ddff672e8463f48c13bb92b6d2d787,,,,,,,
Change/Rename Parameter,__init__,__init__,texar/modules/memory/memory_network.py/MemNetBase,129.0,141.0,['The parameters [ vocab_size ] of the method __init__ from the module texar/modules/memory/memory_network.py in class MemNetBase are changed/renamed to [raw_memory_dim]'],49107396aaa0339f1b2dbf43490b9df0417e4675,,,,,,,
Rename Method,variational_dropout,_variational_dropout,texar/modules/memory/memory_network.py/MemNetRNNLike,366.0,503.0,['The method variational_dropout from the module texar/modules/memory/memory_network.py in class MemNetRNNLike is renamed to _variational_dropout'],49107396aaa0339f1b2dbf43490b9df0417e4675,,,,,,,
Change/Rename Parameter,__init__,__init__,txtgen/modules/connectors/connector_base.py/ConnectorBase,25.0,25.0,['The parameters [ decoder_state_size ] of the method __init__ from the module txtgen/modules/connectors/connector_base.py in class ConnectorBase are changed/renamed to [output_size]'],49d7dd085555a2335c4a3d639b639f5e39637971,,,,,,,
Change/Rename Parameter,__init__,__init__,txtgen/modules/connectors/connectors.py/ReparameterizedStochasticConnector,253.0,258.0,['The parameters [ decoder_state_size ] of the method __init__ from the module txtgen/modules/connectors/connectors.py in class ReparameterizedStochasticConnector are changed/renamed to [output_size]'],49d7dd085555a2335c4a3d639b639f5e39637971,,,,,,,
Add Parameter,_build,_build,texar/modules/decoders/transformer_decoders.py/TransformerDecoder,135.0,134.0,['The parameters [ mode ] are added to the method _build from the module texar/modules/decoders/transformer_decoders.py in class TransformerDecoder'],4a327c9e769bc99adc87c9464374523de89fec6c,,,,,,,
Add Parameter,_self_attention_stack,_self_attention_stack,texar/modules/decoders/transformer_decoders.py/TransformerDecoder,210.0,211.0,['The parameters [ mode ] are added to the method _self_attention_stack from the module texar/modules/decoders/transformer_decoders.py in class TransformerDecoder'],4a327c9e769bc99adc87c9464374523de89fec6c,,,,,,,
Remove Parameter,_build,_build,texar/modules/encoders/transformer_encoders.py/TransformerEncoder,132.0,132.0,['The parameters [ encoder_padding ] of the method _build from the module texar/modules/encoders/transformer_encoders.py in class TransformerEncoder is/are removed'],4a327c9e769bc99adc87c9464374523de89fec6c,,,,,,,
Extract Method,test_default_setting,_run_and_test,texar/data/data/text_data_test.py/MonoTextDataTest,,, The method _run_and_test from the module texar/data/data/text_data_test.py in class MonoTextDataTest is extracted from method test_default_setting from the module texar/data/data/text_data_test.py in class MonoTextDataTest ,4a744f5768490d9cfd45c33a011476a509f6810c,"(51,81)",52.0,"[55.0, 56.0, 59.0, 60.0, 62.0, 63.0, 64.0, 65.0, 66.0, 68.0, 69.0, 71.0, 72.0]",,,,
Rename Method,_get_connector,_build_connector,texar/models/seq2seq/seq2seq_base.py/Seq2seqBase,112.0,117.0,['The method _get_connector from the module texar/models/seq2seq/seq2seq_base.py in class Seq2seqBase is renamed to _build_connector'],4a9836127987a39832d1a6f9da7e0cc925423d50,,,,,,,
Rename Method,_get_decoder,_build_decoder,texar/models/seq2seq/seq2seq_base.py/Seq2seqBase,109.0,114.0,['The method _get_decoder from the module texar/models/seq2seq/seq2seq_base.py in class Seq2seqBase is renamed to _build_decoder'],4a9836127987a39832d1a6f9da7e0cc925423d50,,,,,,,
Rename Method,_get_embedders,_build_embedders,texar/models/seq2seq/seq2seq_base.py/Seq2seqBase,75.0,80.0,['The method _get_embedders from the module texar/models/seq2seq/seq2seq_base.py in class Seq2seqBase is renamed to _build_embedders'],4a9836127987a39832d1a6f9da7e0cc925423d50,,,,,,,
Rename Method,_get_encoder,_build_encoder,texar/models/seq2seq/seq2seq_base.py/Seq2seqBase,100.0,105.0,['The method _get_encoder from the module texar/models/seq2seq/seq2seq_base.py in class Seq2seqBase is renamed to _build_encoder'],4a9836127987a39832d1a6f9da7e0cc925423d50,,,,,,,
Rename Method,test_stochastic_connector,test_reparameterize_stochastic_connector,txtgen/modules/connectors/connectors_test.py/TestConnectors,61.0,63.0,['The method test_stochastic_connector from the module txtgen/modules/connectors/connectors_test.py in class TestConnectors is renamed to test_reparameterize_stochastic_connector'],4c96af9ed496ff5af54481aba7b01d989f8ff31c,,,,,,,
Remove Parameter,get_embedding,get_embedding,texar/modules/embedders/embedder_utils.py,148.0,140.0,['The parameters [ mode ] of the method get_embedding from the module texar/modules/embedders/embedder_utils.py is/are removed'],4cadf1fe6d322a3a36fba005f97dd01a604d4629,,,,,,,
Remove Parameter,__init__,__init__,texar/modules/embedders/embedders.py/WordEmbedder,49.0,50.0,['The parameters [ mode ] of the method __init__ from the module texar/modules/embedders/embedders.py in class WordEmbedder is/are removed'],4cadf1fe6d322a3a36fba005f97dd01a604d4629,,,,,,,
Add Parameter,file_based_input_fn_builder,file_based_input_fn_builder,examples/bert/utils/data_utils.py,434.0,433.0,['The parameters [ is_distributed ] are added to the method file_based_input_fn_builder from the module examples/bert/utils/data_utils.py'],4dc4b291a892f9bd1e724a2192a83f1b172f45a8,,,,,,,
Add Parameter,get_dataset,get_dataset,examples/bert/utils/data_utils.py,499.0,518.0,['The parameters [ is_distributed ] are added to the method get_dataset from the module examples/bert/utils/data_utils.py'],4dc4b291a892f9bd1e724a2192a83f1b172f45a8,,,,,,,
Rename Method,length_bucket_stephparams,load_hyperparams,examples/transformer/hyperparams.py,22.0,22.0,['The method length_bucket_stephparams from the module examples/transformer/hyperparams.py is renamed to load_hyperparams'],50a42c0752c4c6ba45582db1f10f0cc69e8757ce,,,,,,,
Move Method,_make_output_layer_from_tensor,_make_output_layer_from_tensor,,,, method _make_output_layer_from_tensor from the module texar/modules/decoders/rnn_decoder_base.py in class RNNDecoderBase was moved to module texar/modules/decoders/rnn_decoder_base.py ,54fed17211d0b077579fba58e93075aee9312668,,,,texar/modules/decoders/rnn_decoder_base.py/RNNDecoderBase,texar/modules/decoders/rnn_decoder_base.py,465.0,48.0
Move Method,_outputs_to_logits,_outputs_to_logits,,,, method _outputs_to_logits from the module texar/modules/decoders/rnn_decoder_base.py in class RNNDecoderBase was moved to module texar/modules/decoders/rnn_decoder_base.py ,54fed17211d0b077579fba58e93075aee9312668,,,,texar/modules/decoders/rnn_decoder_base.py/RNNDecoderBase,texar/modules/decoders/rnn_decoder_base.py,474.0,58.0
Move Method,_make_output_layer_from_tensor,_make_output_layer_from_tensor,,,, method _make_output_layer_from_tensor from the module texar/modules/decoders/transformer_decoders.py in class TransformerDecoder was moved to module texar/modules/decoders/rnn_decoder_base.py ,54fed17211d0b077579fba58e93075aee9312668,,,,texar/modules/decoders/transformer_decoders.py/TransformerDecoder,texar/modules/decoders/rnn_decoder_base.py,169.0,48.0
Move Method,_outputs_to_logits,_outputs_to_logits,,,, method _outputs_to_logits from the module texar/modules/decoders/transformer_decoders.py in class TransformerDecoder was moved to module texar/modules/decoders/rnn_decoder_base.py ,54fed17211d0b077579fba58e93075aee9312668,,,,texar/modules/decoders/transformer_decoders.py/TransformerDecoder,texar/modules/decoders/rnn_decoder_base.py,179.0,58.0
Inline Method,main,prepare_data,examples/bert/prepare_data.py,,, The method prepare_data from the module examples/bert/prepare_data.py is inlined into method main from the module examples/bert/prepare_data.py ,5547b27d70a369d254c6a95a0c570fa382f8ef18,"(145,98)",56.0,"[102.0, 104.0, 109.0, 110.0, 111.0, 114.0, 115.0, 117.0, 118.0, 120.0, 127.0, 129.0, 130.0, 131.0, 138.0, 144.0]",,,,
Remove Parameter,_create_examples,_create_examples,examples/bert/utils/data_utils.py/SSTProcessor,109.0,111.0,['The parameters [ self ] of the method _create_examples from the module examples/bert/utils/data_utils.py in class SSTProcessor is/are removed'],5547b27d70a369d254c6a95a0c570fa382f8ef18,,,,,,,
Remove Parameter,_create_examples,_create_examples,examples/bert/utils/data_utils.py/MnliProcessor,207.0,212.0,['The parameters [ self ] of the method _create_examples from the module examples/bert/utils/data_utils.py in class MnliProcessor is/are removed'],5547b27d70a369d254c6a95a0c570fa382f8ef18,,,,,,,
Remove Parameter,_create_examples,_create_examples,examples/bert/utils/data_utils.py/MrpcProcessor,250.0,257.0,['The parameters [ self ] of the method _create_examples from the module examples/bert/utils/data_utils.py in class MrpcProcessor is/are removed'],5547b27d70a369d254c6a95a0c570fa382f8ef18,,,,,,,
Remove Parameter,_create_examples,_create_examples,examples/bert/utils/data_utils.py/ColaProcessor,292.0,301.0,['The parameters [ self ] of the method _create_examples from the module examples/bert/utils/data_utils.py in class ColaProcessor is/are removed'],5547b27d70a369d254c6a95a0c570fa382f8ef18,,,,,,,
Rename Method,file_based_convert_examples_to_features,convert_examples_to_features_and_output_to_files,examples/bert/utils/data_utils.py,407.0,354.0,['The method file_based_convert_examples_to_features from the module examples/bert/utils/data_utils.py is renamed to convert_examples_to_features_and_output_to_files'],5547b27d70a369d254c6a95a0c570fa382f8ef18,,,,,,,
Add Parameter,_test_epoch,_test_epoch,examples/transformer/transformer_overall.py,147.0,212.0,['The parameters [ eval_writer outputs_tmp_filename ] are added to the method _test_epoch from the module examples/transformer/transformer_overall.py'],562c323823c1cde522f57b0ebb8496f561e949c7,,,,,,,
Change/Rename Parameter,__init__,__init__,texar/data/vocabulary.py/Vocab,58.0,67.0,['The parameters [ padding_token ] of the method __init__ from the module texar/data/vocabulary.py in class Vocab are changed/renamed to [pad_token]'],57b781d480e5377d0f4e6ffd3709ef7d522bdfc6,,,,,,,
Rename Method,padding_token,pad_token,texar/data/vocabulary.py/Vocab,223.0,234.0,['The method padding_token from the module texar/data/vocabulary.py in class Vocab is renamed to pad_token'],57b781d480e5377d0f4e6ffd3709ef7d522bdfc6,,,,,,,
Rename Method,padding_token_id,pad_token_id,texar/data/vocabulary.py/Vocab,230.0,241.0,['The method padding_token_id from the module texar/data/vocabulary.py in class Vocab is renamed to pad_token_id'],57b781d480e5377d0f4e6ffd3709ef7d522bdfc6,,,,,,,
Remove Parameter,_build,_build,texar/modules/encoders/hierarchical_encoders.py/HierarchicalRNNEncoder,169.0,169.0,['The parameters [ initial_state_major initial_state_minor tiled_initial_state_minor ] of the method _build from the module texar/modules/encoders/hierarchical_encoders.py in class HierarchicalRNNEncoder is/are removed'],5ab8d915f8f31a6d2b72c6a7fb619ee94c45cc97,,,,,,,
Rename Method,test_infer_greedy,test_decode_infer_greedy,texar/modules/decoders/transformer_decoders_test.py/TransformerDecoderTest,90.0,90.0,['The method test_infer_greedy from the module texar/modules/decoders/transformer_decoders_test.py in class TransformerDecoderTest is renamed to test_decode_infer_greedy'],5c15101cf8dbf8fe2485b56d26bf12346aa11e47,,,,,,,
Rename Method,test_infer_sample,test_decode_infer_sample,texar/modules/decoders/transformer_decoders_test.py/TransformerDecoderTest,140.0,140.0,['The method test_infer_sample from the module texar/modules/decoders/transformer_decoders_test.py in class TransformerDecoderTest is renamed to test_decode_infer_sample'],5c15101cf8dbf8fe2485b56d26bf12346aa11e47,,,,,,,
Rename Method,test_train,test_decode_train,texar/modules/decoders/transformer_decoders_test.py/TransformerDecoderTest,65.0,65.0,['The method test_train from the module texar/modules/decoders/transformer_decoders_test.py in class TransformerDecoderTest is renamed to test_decode_train'],5c15101cf8dbf8fe2485b56d26bf12346aa11e47,,,,,,,
Add Parameter,_build,_build,texar/modules/memory/memory_network.py/MemNetRNNLike,397.0,331.0,['The parameters [ soft_memory ] are added to the method _build from the module texar/modules/memory/memory_network.py in class MemNetRNNLike'],5c1d5b2588e405f2b5b2fc8777c2674a3ec58bc7,,,,,,,
Rename Class,_SpecialTokens,SpecialTokens,texar/data/vocabulary.py,,, class _SpecialTokens was renamed to class SpecialTokens ,5c2728524057428d3dfc3c00f5cc5bea0a79d16c,,,,,,,
Add Parameter,sentence_bleu,sentence_bleu,texar/evals/bleu.py,48.0,74.0,['The parameters [ max_order smooth ] are added to the method sentence_bleu from the module texar/evals/bleu.py'],5f0d079960be8adb3a60fc406045c8d84dab8202,,,,,,,
Change/Rename Parameter,eval_model,eval_model,examples/tsf/tsf_trainer.py/TSFTrainer,56.0,57.0,['The parameters [ outupt_path ] of the method eval_model from the module examples/tsf/tsf_trainer.py in class TSFTrainer are changed/renamed to [output_path]'],621eb400ccc12ae97f3ec8361b59b87b8513646b,,,,,,,
Change/Rename Parameter,logits2word,logits2word,examples/tsf/utils.py,92.0,93.0,['The parameters [ word2id ] of the method logits2word from the module examples/tsf/utils.py are changed/renamed to [id2word]'],621eb400ccc12ae97f3ec8361b59b87b8513646b,,,,,,,
Rename Class,ReparameterizeStochasticConnector,ReparameterizedStochasticConnector,txtgen/modules/connectors/connectors.py,,, class ReparameterizeStochasticConnector was renamed to class ReparameterizedStochasticConnector ,62f8c8dc01064aa83d352f6dc16d447c29a88661,,,,,,,
Rename Method,test_reparameterize_stochastic_connector,test_reparameterized_stochastic_connector,txtgen/modules/connectors/connectors_test.py/TestConnectors,63.0,64.0,['The method test_reparameterize_stochastic_connector from the module txtgen/modules/connectors/connectors_test.py in class TestConnectors is renamed to test_reparameterized_stochastic_connector'],62f8c8dc01064aa83d352f6dc16d447c29a88661,,,,,,,
Extract Method,switch_dropout,is_train_mode,texar/utils/utils.py,,, The method is_train_mode from the module texar/utils/utils.py is extracted from method switch_dropout from the module texar/utils/utils.py ,632596ae718297a6c36bf87c8303298d672fd851,"(251,289)",259.0,"[266.0, 267.0, 269.0]",,,,
Add Parameter,__init__,__init__,texar/modules/decoders/rnn_decoders.py/AttentionRNNDecoder,317.0,309.0,['The parameters [ output_layer ] are added to the method __init__ from the module texar/modules/decoders/rnn_decoders.py in class AttentionRNNDecoder'],6426fc937946517f208e0b8525d7f85afb952cef,,,,,,,
Pull Up Method,_rnn_output_size,_rnn_output_size,,,, method _rnn_output_size from the module texar/modules/decoders/rnn_decoders.py in class BasicRNNDecoder was moved to class RNNDecoderBase of module texar/modules/decoders/rnn_decoder_base.py ,6426fc937946517f208e0b8525d7f85afb952cef,,,,texar/modules/decoders/rnn_decoders.py/BasicRNNDecoder,texar/modules/decoders/rnn_decoder_base.py/RNNDecoderBase,212.0,144.0
Change/Rename Parameter,_get_dropout_layer,_get_dropout_layer,texar/modules/embedders/embedder_base.py/EmbedderBase,44.0,44.0,['The parameters [ inputs ] of the method _get_dropout_layer from the module texar/modules/embedders/embedder_base.py in class EmbedderBase are changed/renamed to [ids_rank]'],672cd73902a0f7c8b36f31c67130323fcf96516e,,,,,,,
Rename Method,sequence_embedding_soft_mix,soft_sequence_embedding,texar/core/utils.py,380.0,380.0,['The method sequence_embedding_soft_mix from the module texar/core/utils.py is renamed to soft_sequence_embedding'],6753612fae020893134e643e8c5fecaef059a964,,,,,,,
Rename Method,add_source_speaker_token,_add_source_speaker_token,examples/hierarchical_dialog/hred.py,52.0,61.0,['The method add_source_speaker_token from the module examples/hierarchical_dialog/hred.py is renamed to _add_source_speaker_token'],68d0ff070fed59e075f8791bc460769a37ca0a74,,,,,,,
Rename Method,add_target_speaker_token,_add_target_speaker_token,examples/hierarchical_dialog/hred.py,55.0,63.0,['The method add_target_speaker_token from the module examples/hierarchical_dialog/hred.py is renamed to _add_target_speaker_token'],68d0ff070fed59e075f8791bc460769a37ca0a74,,,,,,,
Rename Method,bleus,_bleus,examples/hierarchical_dialog/hred.py,160.0,168.0,['The method bleus from the module examples/hierarchical_dialog/hred.py is renamed to _bleus'],68d0ff070fed59e075f8791bc460769a37ca0a74,,,,,,,
Remove Parameter,get_embedding,get_embedding,txtgen/core/layers.py,201.0,205.0,['The parameters [ trainable ] of the method get_embedding from the module txtgen/core/layers.py is/are removed'],6ac2db1e8c350a816f5988087c8c08c6d232618e,,,,,,,
Remove Parameter,__init__,__init__,txtgen/modules/encoders/rnn_encoders.py/RNNEncoderBase,50.0,46.0,['The parameters [ embedding_trainable ] of the method __init__ from the module txtgen/modules/encoders/rnn_encoders.py in class RNNEncoderBase is/are removed'],6ac2db1e8c350a816f5988087c8c08c6d232618e,,,,,,,
Remove Parameter,__init__,__init__,txtgen/modules/encoders/rnn_encoders.py/ForwardRNNEncoder,154.0,165.0,['The parameters [ embedding_trainable ] of the method __init__ from the module txtgen/modules/encoders/rnn_encoders.py in class ForwardRNNEncoder is/are removed'],6ac2db1e8c350a816f5988087c8c08c6d232618e,,,,,,,
Rename Method,_make_length_fn,_make_bucket_length_fn,texar/data/data/mono_text_data.py/MonoTextData,172.0,206.0,['The method _make_length_fn from the module texar/data/data/mono_text_data.py in class MonoTextData is renamed to _make_bucket_length_fn'],6cb36d56d73901c2a8379ae7133a0add10f677d9,,,,,,,
Rename Method,_make_length_fn,_make_bucket_length_fn,texar/data/data/multi_aligned_data.py/MultiAlignedData,290.0,317.0,['The method _make_length_fn from the module texar/data/data/multi_aligned_data.py in class MultiAlignedData is renamed to _make_bucket_length_fn'],6cb36d56d73901c2a8379ae7133a0add10f677d9,,,,,,,
Add Parameter,_run_and_test,_run_and_test,texar/data/data/multi_aligned_data_test.py/MultiAlignedDataTest,93.0,95.0,['The parameters [ discard_did ] are added to the method _run_and_test from the module texar/data/data/multi_aligned_data_test.py in class MultiAlignedDataTest'],6cb36d56d73901c2a8379ae7133a0add10f677d9,,,,,,,
Rename Method,_make_length_fn,_make_bucket_length_fn,texar/data/data/paired_text_data.py/PairedTextData,202.0,227.0,['The method _make_length_fn from the module texar/data/data/paired_text_data.py in class PairedTextData is renamed to _make_bucket_length_fn'],6cb36d56d73901c2a8379ae7133a0add10f677d9,,,,,,,
Add Parameter,_run_and_test,_run_and_test,texar/data/data/paired_text_data_test.py/PairedTextDataTest,63.0,64.0,['The parameters [ discard_src ] are added to the method _run_and_test from the module texar/data/data/paired_text_data_test.py in class PairedTextDataTest'],6cb36d56d73901c2a8379ae7133a0add10f677d9,,,,,,,
Remove Parameter,_observe,_observe,texar/agents/dqn_agent.py/DQNAgent,169.0,172.0,['The parameters [ observ action next_observ ] of the method _observe from the module texar/agents/dqn_agent.py in class DQNAgent is/are removed'],6d8c51291ecc6f0eec1fbebd29c66c70e3bce1a3,,,,,,,
Rename Method,update_target,_update_target,texar/agents/dqn_agent.py/DQNAgent,215.0,220.0,['The method update_target from the module texar/agents/dqn_agent.py in class DQNAgent is renamed to _update_target'],6d8c51291ecc6f0eec1fbebd29c66c70e3bce1a3,,,,,,,
Add Parameter,_make_batch,_make_batch,texar/data/data/text_data_base.py/TextDataBase,41.0,41.0,['The parameters [ padding_values ] are added to the method _make_batch from the module texar/data/data/text_data_base.py in class TextDataBase'],6f1acfc2d5fbf3c08a6ecb6496ab9a904beb2b3e,,,,,,,
Change/Rename Parameter,reinforce_loss,reinforce_loss,txtgen/losses/rl_losses.py,16.0,16.0,['The parameters [ reward_global_fn reward_local_fn ] of the method reinforce_loss from the module txtgen/losses/rl_losses.py are changed/renamed to [global_reward_fn local_reward_fn]'],71b16cf15874829febd6c97a3e480f118d84e80f,,,,,,,
Change/Rename Parameter,reinforce_loss_with_MCtree,reinforce_loss_with_MCtree,txtgen/losses/rl_losses.py,69.0,67.0,['The parameters [ reward_global_fn reward_local_fn ] of the method reinforce_loss_with_MCtree from the module txtgen/losses/rl_losses.py are changed/renamed to [global_reward_fn local_reward_fn]'],71b16cf15874829febd6c97a3e480f118d84e80f,,,,,,,
Remove Parameter,next_inputs,next_inputs,examples/seq2seq_exposure_bias/interpolation_decoder.py/InterpolationDecoder,118.0,118.0,['The parameters [ sample_ids ] of the method next_inputs from the module examples/seq2seq_exposure_bias/interpolation_decoder.py in class InterpolationDecoder is/are removed'],735f079c757949a39afd98023adffe8ebe4cdb8e,,,,,,,
Remove Parameter,next_inputs,next_inputs,texar/tf/modules/decoders/rnn_decoders.py/BasicRNNDecoder,262.0,262.0,['The parameters [ logits ] of the method next_inputs from the module texar/tf/modules/decoders/rnn_decoders.py in class BasicRNNDecoder is/are removed'],735f079c757949a39afd98023adffe8ebe4cdb8e,,,,,,,
Remove Parameter,next_inputs,next_inputs,texar/tf/modules/decoders/rnn_decoders.py/AttentionRNNDecoder,606.0,606.0,['The parameters [ sample_ids ] of the method next_inputs from the module texar/tf/modules/decoders/rnn_decoders.py in class AttentionRNNDecoder is/are removed'],735f079c757949a39afd98023adffe8ebe4cdb8e,,,,,,,
Remove Parameter,next_inputs,next_inputs,texar/tf/modules/decoders/tf_helpers.py/GreedyEmbeddingHelper,618.0,618.0,['The parameters [ reach_max_time ] of the method next_inputs from the module texar/tf/modules/decoders/tf_helpers.py in class GreedyEmbeddingHelper is/are removed'],735f079c757949a39afd98023adffe8ebe4cdb8e,,,,,,,
Remove Parameter,next_inputs,next_inputs,texar/tf/modules/decoders/transformer_decoders.py/TransformerDecoder,831.0,831.0,['The parameters [ sample_ids ] of the method next_inputs from the module texar/tf/modules/decoders/transformer_decoders.py in class TransformerDecoder is/are removed'],735f079c757949a39afd98023adffe8ebe4cdb8e,,,,,,,
Add Parameter,pg_loss_with_logits,pg_loss_with_logits,texar/losses/pg_losses.py,18.0,21.0,['The parameters [ rank batched sequence_length average_across_batch average_across_timesteps average_across_remaining sum_over_batch sum_over_timesteps sum_over_remaining time_major ] are added to the method pg_loss_with_logits from the module texar/losses/pg_losses.py'],75aaf9da3d814977f23c338950332ad5ae3756cc,,,,,,,
Add Parameter,__init__,__init__,texar/agents/seq_pg_agent.py/SeqPGAgent,26.0,24.0,['The parameters [ sequence_length ] are added to the method __init__ from the module texar/agents/seq_pg_agent.py in class SeqPGAgent'],77b1d527138ea2385284ed8eae8322c589065d3f,,,,,,,
Add Parameter,__init__,__init__,texar/modules/encoders/rnn_encoders.py/BidirectionalRNNEncoder,422.0,479.0,['The parameters [ output_layer_fw output_layer_bw ] are added to the method __init__ from the module texar/modules/encoders/rnn_encoders.py in class BidirectionalRNNEncoder'],77c08dbc5f557c0548d123992b1321505a64e096,,,,,,,
