Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Rename Method,test_preflop_fullhouse_river_round2,test_incorrect_second_round,tests/test_reverseTables.py/TestReverseTables,69.0,208.0,['The method test_preflop_fullhouse_river_round2 from the module tests/test_reverseTables.py in class TestReverseTables is renamed to test_incorrect_second_round'],5d7d4b4edeed4c19a114b6df3849b33e06670e56,,,,,,,
Add Parameter,strategy_analyser_update_plots,strategy_analyser_update_plots,gui/gui_qt_logic.py/UIActionAndSignals,179.0,179.0,['The parameters [ p ] are added to the method strategy_analyser_update_plots from the module gui/gui_qt_logic.py in class UIActionAndSignals'],5e22c1d6dd0fc85dcf92df66520d319d516892ef,,,,,,,
Add Parameter,update_strategy_analyser,update_strategy_analyser,gui/gui_qt_logic.py/UIActionAndSignals,167.0,167.0,['The parameters [ p ] are added to the method update_strategy_analyser from the module gui/gui_qt_logic.py in class UIActionAndSignals'],5e22c1d6dd0fc85dcf92df66520d319d516892ef,,,,,,,
Add Parameter,__init__,__init__,poker/main.py/ThreadManager,39.0,39.0,['The parameters [ updater ] are added to the method __init__ from the module poker/main.py in class ThreadManager'],5ee0f018a0d2eafdb726a88b3f353cacdebcb9c6,,,,,,,
Remove Parameter,get_raisers_and_callers,get_raisers_and_callers,table_analysers/base.py/Table,293.0,293.0,['The parameters [ relative_to_bot ] of the method get_raisers_and_callers from the module table_analysers/base.py in class Table is/are removed'],5f7b5b9f12528bba7bbadb6af79b431fd2e8135b,,,,,,,
Extract Method,make_decision,check_deception,decisionmaker/decisionmaker2.py/Decision,,, The method check_deception from the module decisionmaker/decisionmaker2.py in class Decision is extracted from method make_decision from the module decisionmaker/decisionmaker2.py in class Decision ,631907c7eeaffd644552f2800dccf929f0785830,"(18,280)",218.0,"[193.0, 196.0, 259.0]",,,,
Extract Method,make_decision,bully,decisionmaker/decisionmaker2.py/Decision,,, The method bully from the module decisionmaker/decisionmaker2.py in class Decision is extracted from method make_decision from the module decisionmaker/decisionmaker2.py in class Decision ,631907c7eeaffd644552f2800dccf929f0785830,"(18,280)",228.0,"[226.0, 227.0, 228.0, 232.0, 232.0, 234.0, 237.0, 240.0, 242.0, 244.0, 259.0]",,,,
Add Parameter,get_new_hand,get_new_hand,main.py/TableScreenBased,839.0,878.0,['The parameters [ mouse ] are added to the method get_new_hand from the module main.py in class TableScreenBased'],631907c7eeaffd644552f2800dccf929f0785830,,,,,,,
Change/Rename Parameter,calculate_implied_odds,calculate_implied_odds,decisionmaker/implied_odds.py/Implied_Odds,5.0,7.0,['The parameters [ outs ] of the method calculate_implied_odds from the module decisionmaker/implied_odds.py in class Implied_Odds are changed/renamed to [t]'],6641710c91ec8d242e58c07b8095bff788cbbcb9,,,,,,,
Extract Method,__init__,start_vm,vbox_manager.py/VirtualBoxController,,, The method start_vm from the module vbox_manager.py in class VirtualBoxController is extracted from method __init__ from the module vbox_manager.py in class VirtualBoxController ,668f5aca908a2a05a2b6d74dd728cbe50e1551a9,"(7,8)",18.0,"[13.0, 14.0]",,,,
Move Method,predict,predict,,,, method predict from the module poker/scraper/table_scraper.py in class TableScraper was moved to module poker/scraper/table_scraper_nn.py ,66f34f21646577b80c8668efa0dd9f36d71f66af,,,,poker/scraper/table_scraper.py/TableScraper,poker/scraper/table_scraper_nn.py,89.0,249.0
Add Parameter,init_table,init_table,tests/__init__.py,13.0,13.0,['The parameters [ strategy ] are added to the method init_table from the module tests/__init__.py'],67211122fc9e4436ff799dd680d8c5d875ce3e78,,,,,,,
Remove Parameter,train_neural_network,train_neural_network,poker/card_recognition/card_neural_network.py/CardNeuralNetwork,145.0,145.0,['The parameters [ train_generator validation_generator test_datagen ] of the method train_neural_network from the module poker/card_recognition/card_neural_network.py in class CardNeuralNetwork is/are removed'],6e84fb16933312d6c7be353fe32a64ce32e48dec,,,,,,,
Rename Class,Ui_Dialog,GeneticAlgorithmForm,poker/gui/genetic_algorithm_form.py,,, class Ui_Dialog was renamed to class GeneticAlgorithmForm ,6f4d80f5ccd1d51776d9c9d62faad18f9c4bec6f,,,,,,,
Rename Class,Ui_editor_form,StrategyManagerForm,poker/gui/strategy_manager_form.py,,, class Ui_editor_form was renamed to class StrategyManagerForm ,6f4d80f5ccd1d51776d9c9d62faad18f9c4bec6f,,,,,,,
