Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Remove Parameter,train,train,nltk/sentiment/sentiment_analyzer.py/SentimentAnalyzer,110.0,98.0,['The parameters [ load_classifier ] of the method train from the module nltk/sentiment/sentiment_analyzer.py in class SentimentAnalyzer is/are removed'],002de51d8de7ef7a973f81b30ffa95b63b2249e6,,,,,,,
Add Parameter,demo_sent140,demo_sent140,nltk/sentiment/sentiment_analyzer.py,205.0,190.0,['The parameters [ classifier_type ] are added to the method demo_sent140 from the module nltk/sentiment/sentiment_analyzer.py'],002de51d8de7ef7a973f81b30ffa95b63b2249e6,,,,,,,
Rename Method,use_tab_file_for_language,custom_lemmas,nltk/corpus/reader/wordnet.py/WordNetCorpusReader,1857.0,1857.0,['The method use_tab_file_for_language from the module nltk/corpus/reader/wordnet.py in class WordNetCorpusReader is renamed to custom_lemmas'],00336a9a48512842d0518c09e834956cadfa1c7b,,,,,,,
Rename Class,Counts,Model4Counts,nltk/align/ibm4.py,,, class Counts was renamed to class Model4Counts ,0033dac99a01e8caef4ee1a06b3a0644c2d21263,,,,,,,
Pull Up Method,prob_of_alignments,prob_of_alignments,,,, method prob_of_alignments from the module nltk/align/ibm4.py in class IBMModel4 was moved to class IBMModel of module nltk/align/ibm_model.py ,0033dac99a01e8caef4ee1a06b3a0644c2d21263,nltk/align/ibm4.py/IBMModel4,nltk/align/ibm_model.py/IBMModel,312.0,316.0,,,
Push Down Method,__init__,__init__,,,, method __init__ from the module nltk/misc/twitterclient.py in class TweetHandler was moved to class TweetWriter of module nltk/misc/twitterclient.py ,00b4a51e78fa4b14472d71b10d94adab6efb41ca,nltk/misc/twitterclient.py/TweetHandler,nltk/misc/twitterclient.py/TweetWriter,82.0,120.0,,,
Push Down Method,timestamped_file,timestamped_file,,,, method timestamped_file from the module nltk/misc/twitterclient.py in class TweetHandler was moved to class TweetWriter of module nltk/misc/twitterclient.py ,00b4a51e78fa4b14472d71b10d94adab6efb41ca,nltk/misc/twitterclient.py/TweetHandler,nltk/misc/twitterclient.py/TweetWriter,93.0,133.0,,,
Rename Method,streamtoscreen_demo,sampletoscreen_demo,nltk/misc/twitterclient.py,287.0,287.0,['The method streamtoscreen_demo from the module nltk/misc/twitterclient.py is renamed to sampletoscreen_demo'],01250bd65224edcafd047a93ae466ba603d6fc64,,,,,,,
Rename Method,make_tree,_make_tree,nltk/parse/stanford.py/StanfordParser,493.0,282.0,['The method make_tree from the module nltk/parse/stanford.py in class StanfordParser is renamed to _make_tree'],01a51bcbcc1adaa13c7416d04179f6bd096ca67e,,,,,,,
Add Parameter,tgrep_nodes,tgrep_nodes,nltk/tgrep.py,522.0,534.0,['The parameters [ search_leaves ] are added to the method tgrep_nodes from the module nltk/tgrep.py'],01d66666d3e1a0f941841d73dd1b5828f27b5f1a,,,,,,,
Rename Method,become,forwardTo,nltk_lite/contrib/featurelite.py/Variable,56.0,78.0,['The method become from the module nltk_lite/contrib/featurelite.py in class Variable is renamed to forwardTo'],01f0bf7d1eba985346e995318ba2197570c90ee8,,,,,,,
Rename Method,_nontrivial_unify,_do_unify,nltk_lite/contrib/featurelite.py,254.0,432.0,['The method _nontrivial_unify from the module nltk_lite/contrib/featurelite.py is renamed to _do_unify'],01f0bf7d1eba985346e995318ba2197570c90ee8,,,,,,,
Change/Rename Parameter,has_value,has_value,nltk_lite/contrib/classifier/nltk_lite_contrib/classifier/attribute.py/Attribute,27.0,18.0,['The parameters [ toTest ] of the method has_value from the module nltk_lite/contrib/classifier/nltk_lite_contrib/classifier/attribute.py in class Attribute are changed/renamed to [to_test]'],024dd74b50206348c5e8c47438a124f2922754c6,,,,,,,
Rename Method,testEquality,test_equality,nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py/InstancesTestCase,21.0,21.0,['The method testEquality from the module nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py in class InstancesTestCase is renamed to test_equality'],024dd74b50206348c5e8c47438a124f2922754c6,,,,,,,
Rename Method,testGoldInstancesAreCreatedFromGoldFiles,test_gold_instances_are_created_from_gold_files,nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py/InstancesTestCase,34.0,34.0,['The method testGoldInstancesAreCreatedFromGoldFiles from the module nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py in class InstancesTestCase is renamed to test_gold_instances_are_created_from_gold_files'],024dd74b50206348c5e8c47438a124f2922754c6,,,,,,,
Rename Method,testGoldInstancesThrowSystemExceptionIfConfusionMatrixIsAskedForBeforeClassification,test_gold_insts_thrws_system_error_if_confusion_matrix_is_invoked_bfore_classification,nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py/InstancesTestCase,39.0,39.0,['The method testGoldInstancesThrowSystemExceptionIfConfusionMatrixIsAskedForBeforeClassification from the module nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py in class InstancesTestCase is renamed to test_gold_insts_thrws_system_error_if_confusion_matrix_is_invoked_bfore_classification'],024dd74b50206348c5e8c47438a124f2922754c6,,,,,,,
Rename Method,testTheNumberOfInstances,test_the_number_of_instances,nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py/InstancesTestCase,13.0,13.0,['The method testTheNumberOfInstances from the module nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py in class InstancesTestCase is renamed to test_the_number_of_instances'],024dd74b50206348c5e8c47438a124f2922754c6,,,,,,,
Rename Method,testValidatiyOfAttributeValues,test_validatiy_of_attribute_values,nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py/InstancesTestCase,17.0,17.0,['The method testValidatiyOfAttributeValues from the module nltk_lite/contrib/classifier/nltk_lite_contrib/classifier_tests/instancestests.py in class InstancesTestCase is renamed to test_validatiy_of_attribute_values'],024dd74b50206348c5e8c47438a124f2922754c6,,,,,,,
Change/Rename Parameter,corpus_gleu,corpus_gleu,nltk/translate/gleu_score.py,102.0,96.0,['The parameters [ references ] of the method corpus_gleu from the module nltk/translate/gleu_score.py are changed/renamed to [list_of_references]'],031a862a68853167c1be5aa971563f6069fd6d4d,,,,,,,
Remove Parameter,everygrams,everygrams,nltk/util.py,577.0,552.0,['The parameters [ left_pad_symbol right_pad_symbol ] of the method everygrams from the module nltk/util.py is/are removed'],0363577a6674c56b54c2ece31f70be04dc9f47f7,,,,,,,
Rename Method,_repr_pdf_,_repr_png_,nltk/tree.py/Tree,692.0,692.0,['The method _repr_pdf_ from the module nltk/tree.py in class Tree is renamed to _repr_png_'],038ff5558645055f1ec72ca5c2e2dcf815f47980,,,,,,,
Rename Method,hydrate_demo,expand_tweetids_demo,nltk/twitter/twitter_demo.py,46.0,96.0,['The method hydrate_demo from the module nltk/twitter/twitter_demo.py is renamed to expand_tweetids_demo'],04006084d1f250523496ba144ddcdbd665a16a29,,,,,,,
Rename Method,tracktoscreen1_demo,followtoscreen_demo,nltk/twitter/twitter_demo.py,28.0,67.0,['The method tracktoscreen1_demo from the module nltk/twitter/twitter_demo.py is renamed to followtoscreen_demo'],04006084d1f250523496ba144ddcdbd665a16a29,,,,,,,
Add Parameter,search_demo,search_demo,nltk/twitter/twitter_demo.py,65.0,126.0,['The parameters [ keywords ] are added to the method search_demo from the module nltk/twitter/twitter_demo.py'],04006084d1f250523496ba144ddcdbd665a16a29,,,,,,,
Add Parameter,tracktoscreen0_demo,tracktoscreen0_demo,nltk/twitter/twitter_demo.py,21.0,48.0,['The parameters [ track ] are added to the method tracktoscreen0_demo from the module nltk/twitter/twitter_demo.py'],04006084d1f250523496ba144ddcdbd665a16a29,,,,,,,
Remove Parameter,chrf_precision_recall_fscore_support,chrf_precision_recall_fscore_support,nltk/translate/chrf_score.py,106.0,106.0,['The parameters [ n ] of the method chrf_precision_recall_fscore_support from the module nltk/translate/chrf_score.py is/are removed'],0495417bc394a8600b6d087c2036480eed1a96b6,,,,,,,
Add Parameter,casual_tokenize,casual_tokenize,nltk/tokenize/casual.py,245.0,245.0,['The parameters [ preserve_case ] are added to the method casual_tokenize from the module nltk/tokenize/casual.py'],04af90514e870623edbc2a7743cec7cec47d09c6,,,,,,,
Rename Method,labels,classes,src/nltk/classifier/__init__.py/ClassifierI,79.0,79.0,['The method labels from the module src/nltk/classifier/__init__.py in class ClassifierI is renamed to classes'],04f23deb841469b3b7a20ed0722c1a791d2ddb2e,,,,,,,
Rename Method,labels,classes,src/nltk/classifier/__init__.py/MultiClassifierI,138.0,138.0,['The method labels from the module src/nltk/classifier/__init__.py in class MultiClassifierI is renamed to classes'],04f23deb841469b3b7a20ed0722c1a791d2ddb2e,,,,,,,
Change/Rename Parameter,train,train,src/nltk/classifier/__init__.py/ClassifierTrainerI,186.0,186.0,['The parameters [ labels ] of the method train from the module src/nltk/classifier/__init__.py in class ClassifierTrainerI are changed/renamed to [classes]'],04f23deb841469b3b7a20ed0722c1a791d2ddb2e,,,,,,,
Change/Rename Parameter,train,train,src/nltk/classifier/__init__.py/MultiClassifierTrainerI,211.0,211.0,['The parameters [ labels ] of the method train from the module src/nltk/classifier/__init__.py in class MultiClassifierTrainerI are changed/renamed to [classes]'],04f23deb841469b3b7a20ed0722c1a791d2ddb2e,,,,,,,
Add Parameter,json2csv,json2csv,nltk/twitter/util.py,32.0,34.0,['The parameters [ errors ] are added to the method json2csv from the module nltk/twitter/util.py'],04fe41035b9e15d1ce932d331cc1885bb6b3fcb8,,,,,,,
Change/Rename Parameter,__init__,__init__,nltk/data.py/FileSystemPathPointer,195.0,198.0,['The parameters [ path ] of the method __init__ from the module nltk/data.py in class FileSystemPathPointer are changed/renamed to [_path]'],055425a8e58c0ed0f776bb89e851c4e5800c2bc8,,,,,,,
Change/Rename Parameter,__init__,__init__,nltk/data.py/LazyLoader,803.0,809.0,['The parameters [ path ] of the method __init__ from the module nltk/data.py in class LazyLoader are changed/renamed to [_path]'],055425a8e58c0ed0f776bb89e851c4e5800c2bc8,,,,,,,
Rename Method,demo,demo_sent140,nltk/sentiment/sentiment_analyzer.py,88.0,157.0,['The method demo from the module nltk/sentiment/sentiment_analyzer.py is renamed to demo_sent140'],05571067b41b1e19ff2fb9c25090ff323f723d35,,,,,,,
Add Parameter,casual_tokenize,casual_tokenize,nltk/tokenize/casual.py,245.0,245.0,['The parameters [ preserve_case ] are added to the method casual_tokenize from the module nltk/tokenize/casual.py'],05dd7e19c836081ecc2650a061f36ec0bf853b0e,,,,,,,
Rename Method,_tree2semi_rel,tree2semi_rel,nltk/sem/relextract.py,115.0,115.0,['The method _tree2semi_rel from the module nltk/sem/relextract.py is renamed to tree2semi_rel'],06d75ceaec1c561d5d5548b597db6e6bb26eb0a3,,,,,,,
Rename Method,pp,pretty_format,nltk/classify/decisiontree.py/DecisionTreeClassifier,74.0,74.0,['The method pp from the module nltk/classify/decisiontree.py in class DecisionTreeClassifier is renamed to pretty_format'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pp,pretty_format,nltk/metrics/confusionmatrix.py/ConfusionMatrix,98.0,98.0,['The method pp from the module nltk/metrics/confusionmatrix.py in class ConfusionMatrix is renamed to pretty_format'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pp,pretty_format,nltk/parse/chart.py/Chart,768.0,768.0,['The method pp from the module nltk/parse/chart.py in class Chart is renamed to pretty_format'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pp_edge,pretty_format_edge,nltk/parse/chart.py/Chart,719.0,719.0,['The method pp_edge from the module nltk/parse/chart.py in class Chart is renamed to pretty_format_edge'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pp_leaves,pretty_format_leaves,nltk/parse/chart.py/Chart,750.0,750.0,['The method pp_leaves from the module nltk/parse/chart.py in class Chart is renamed to pretty_format_leaves'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pretty,pretty_format,nltk/sem/drt.py/DrtExpression,267.0,261.0,['The method pretty from the module nltk/sem/drt.py in class DrtExpression is renamed to pretty_format'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pprint,pretty_format,nltk/sem/lfg.py/FStructure,146.0,146.0,['The method pprint from the module nltk/sem/lfg.py in class FStructure is renamed to pretty_format'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,_pprint_flat,_pformat_flat,nltk/tree.py/Tree,797.0,797.0,['The method _pprint_flat from the module nltk/tree.py in class Tree is renamed to _pformat_flat'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pprint,pformat,nltk/tree.py/Tree,737.0,737.0,['The method pprint from the module nltk/tree.py in class Tree is renamed to pformat'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pprint_latex_qtree,pformat_latex_qtree,nltk/tree.py/Tree,774.0,774.0,['The method pprint_latex_qtree from the module nltk/tree.py in class Tree is renamed to pformat_latex_qtree'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Rename Method,pretty_print,pprint,nltk/tree.py/Tree,688.0,688.0,['The method pretty_print from the module nltk/tree.py in class Tree is renamed to pprint'],06fd8b4f573ac77cc86a6278cc1b40c8a09b2228,,,,,,,
Add Parameter,__init__,__init__,nltk/lm/api.py/LanguageModel,32.0,32.0,['The parameters [ counter ] are added to the method __init__ from the module nltk/lm/api.py in class LanguageModel'],077d07e6877dab351de5f862eb963d6dd666d852,,,,,,,
Rename Method,build_ngram_lm,_train_default_ngram_lm,nltk/text.py/Text,538.0,538.0,['The method build_ngram_lm from the module nltk/text.py in class Text is renamed to _train_default_ngram_lm'],0781b40d37bbbfea00cc6e1d9895ea4207d72ee8,,,,,,,
Change/Rename Parameter,set_sentence,set_sentence,nltk/app/srparser_app.py/ShiftReduceApp,576.0,576.0,['The parameters [ sentence ] of the method set_sentence from the module nltk/app/srparser_app.py in class ShiftReduceApp are changed/renamed to [sent]'],0796e7839287c0fb4e5767569b96829ddc115da4,,,,,,,
Add Parameter,__eq__,__eq__,nltk/tag/brill.py/BrillRule,215.0,214.0,['The parameters [ other ] are added to the method __eq__ from the module nltk/tag/brill.py in class BrillRule'],07f04403ff6152aa33647e3c579e7fa2500d476f,,,,,,,
Change/Rename Parameter,applicable_rules,applicable_rules,nltk/tag/brill.py/BrillTemplateI,436.0,422.0,['The parameters [ correctTag ] of the method applicable_rules from the module nltk/tag/brill.py in class BrillTemplateI are changed/renamed to [correct_tag]'],07f04403ff6152aa33647e3c579e7fa2500d476f,,,,,,,
Change/Rename Parameter,applicable_rules,applicable_rules,nltk/tag/brill.py/SymmetricProximateTokensTemplate,604.0,590.0,['The parameters [ correctTag ] of the method applicable_rules from the module nltk/tag/brill.py in class SymmetricProximateTokensTemplate are changed/renamed to [correct_tag]'],07f04403ff6152aa33647e3c579e7fa2500d476f,,,,,,,
Remove Parameter,demo,demo,nltk/tag/brill.py,1272.0,1258.0,['The parameters [ rule_output ] of the method demo from the module nltk/tag/brill.py is/are removed'],07f04403ff6152aa33647e3c579e7fa2500d476f,,,,,,,
Rename Method,draw_dot,to_dot,nltk/parse/dependencygraph.py/DependencyGraph,132.0,132.0,['The method draw_dot from the module nltk/parse/dependencygraph.py in class DependencyGraph is renamed to to_dot'],08af14edfd2fa6388a8806ea0b0f2a8c5a4cd5c6,,,,,,,
Change/Rename Parameter,tokenize,tokenize,nltk/tokenize/moses.py/MosesTokenizer,330.0,330.0,['The parameters [ agressive_dash_splits ] of the method tokenize from the module nltk/tokenize/moses.py in class MosesTokenizer are changed/renamed to [aggressive_dash_splits]'],08c21ae425ef7eccf5b098091b5371c65e2fb3fa,,,,,,,
Add Parameter,__init__,__init__,nltk_lite/contrib/classifier/attribute.py/Attribute,16.0,16.0,['The parameters [ values ] are added to the method __init__ from the module nltk_lite/contrib/classifier/attribute.py in class Attribute'],096ed35c13c1b0856e5785e2fad9aa2cb807b52a,,,,,,,
Change/Rename Parameter,__init__,__init__,nltk_lite/contrib/classifier/instance.py/TestInstance,87.0,86.0,['The parameters [ line ] of the method __init__ from the module nltk_lite/contrib/classifier/instance.py in class TestInstance are changed/renamed to [attr_values]'],096ed35c13c1b0856e5785e2fad9aa2cb807b52a,,,,,,,
Add Parameter,__init__,__init__,nltk_lite/contrib/classifier/instance.py/GoldInstance,106.0,105.0,['The parameters [ klass_value ] are added to the method __init__ from the module nltk_lite/contrib/classifier/instance.py in class GoldInstance'],096ed35c13c1b0856e5785e2fad9aa2cb807b52a,,,,,,,
Move Method,get_chunks_with_frequency,get_chunks_with_frequency,,,, method get_chunks_with_frequency from the module nltk_lite/contrib/classifier/discretiser.py in class Discretiser was moved to module nltk_lite/contrib/classifier/discretiser.py ,096ed35c13c1b0856e5785e2fad9aa2cb807b52a,nltk_lite/contrib/classifier/discretiser.py/Discretiser,nltk_lite/contrib/classifier/discretiser.py,96.0,79.0,,,
Move Method,ranges_from_chunks,ranges_from_chunks,,,, method ranges_from_chunks from the module nltk_lite/contrib/classifier/discretiser.py in class Discretiser was moved to module nltk_lite/contrib/classifier/discretiser.py ,096ed35c13c1b0856e5785e2fad9aa2cb807b52a,nltk_lite/contrib/classifier/discretiser.py/Discretiser,nltk_lite/contrib/classifier/discretiser.py,106.0,89.0,,,
Change/Rename Parameter,total_counts,total_counts,nltk_lite/contrib/classifier/decisionstump.py,85.0,88.0,['The parameters [ dictionary_of_klass_counts ] of the method total_counts from the module nltk_lite/contrib/classifier/decisionstump.py are changed/renamed to [dictionary_of_klass_freq]'],09d21569b77e29fe0532299591c280e711d58c5b,,,,,,,
Move Method,split_train_test,split_train_test,,,, method split_train_test from the module nltk/sentiment/sentiment_analyzer.py was moved to module nltk/sentiment/util.py ,09eb3a7cecf524c1162ba52b172131683d4313aa,nltk/sentiment/sentiment_analyzer.py,nltk/sentiment/util.py,147.0,188.0,,,
Move Method,mark_negation,mark_negation,,,, method mark_negation from the module nltk/sentiment/sentiment_analyzer.py was moved to module nltk/sentiment/util.py ,09eb3a7cecf524c1162ba52b172131683d4313aa,nltk/sentiment/sentiment_analyzer.py,nltk/sentiment/util.py,156.0,72.0,,,
Move Method,extract_unigram_feats,extract_unigram_feats,,,, method extract_unigram_feats from the module nltk/sentiment/sentiment_analyzer.py was moved to module nltk/sentiment/util.py ,09eb3a7cecf524c1162ba52b172131683d4313aa,nltk/sentiment/sentiment_analyzer.py,nltk/sentiment/util.py,187.0,40.0,,,
Move Method,extract_bigram_feats,extract_bigram_feats,,,, method extract_bigram_feats from the module nltk/sentiment/sentiment_analyzer.py was moved to module nltk/sentiment/util.py ,09eb3a7cecf524c1162ba52b172131683d4313aa,nltk/sentiment/sentiment_analyzer.py,nltk/sentiment/util.py,198.0,59.0,,,
Move Method,extract_bigram_coll_feats,extract_bigram_coll_feats,,,, method extract_bigram_coll_feats from the module nltk/sentiment/sentiment_analyzer.py was moved to module nltk/sentiment/util.py ,09eb3a7cecf524c1162ba52b172131683d4313aa,nltk/sentiment/sentiment_analyzer.py,nltk/sentiment/util.py,207.0,51.0,,,
Extract Method,sentiment_valence,_idioms_check,nltk/sentiment/vader.py/SentimentIntensityAnalyzer,,, The method _idioms_check from the module nltk/sentiment/vader.py in class SentimentIntensityAnalyzer is extracted from method sentiment_valence from the module nltk/sentiment/vader.py in class SentimentIntensityAnalyzer ,0a310d49e01b7dee192269054fb80d34dbb876f0,,,,,"(402,402)",475.0,"[459.0, 461.0, 464.0, 466.0, 469.0, 471.0, 480.0, 481.0, 482.0, 483.0, 484.0, 485.0, 486.0, 487.0, 490.0, 491.0]"
Rename Method,check_args,mask_oov_args,nltk/model/api.py,16.0,16.0,['The method check_args from the module nltk/model/api.py is renamed to mask_oov_args'],0ac8efa77936bfe5144097ab7e23cd39ec197518,,,,,,,
Add Parameter,__init__,__init__,nltk/tag/brill/tagger.py/BrillTagger,42.0,42.0,['The parameters [ training_stats ] are added to the method __init__ from the module nltk/tag/brill/tagger.py in class BrillTagger'],0ba9429ee65056ffd476e168a15e5ba9eca03074,,,,,,,
Add Parameter,_show_plot,_show_plot,nltk/sentiment/util.py,428.0,226.0,['The parameters [ y_min y_max ] are added to the method _show_plot from the module nltk/sentiment/util.py'],0bbb72cc6954d784c79f6cbd517b575e69670084,,,,,,,
Change/Rename Parameter,__init__,__init__,nltk/align/ibm1.py/IBMModel1,95.0,96.0,['The parameters [ align_sents num_iter ] of the method __init__ from the module nltk/align/ibm1.py in class IBMModel1 are changed/renamed to [sentence_aligned_corpus iterations]'],0bef5b6c2d09becef20b0370f6951df18074057d,,,,,,,
Change/Rename Parameter,__init__,__init__,nltk/align/ibm3.py/IBMModel3,138.0,141.0,['The parameters [ align_sents num_iter ] of the method __init__ from the module nltk/align/ibm3.py in class IBMModel3 are changed/renamed to [sentence_aligned_corpus iterations]'],0bef5b6c2d09becef20b0370f6951df18074057d,,,,,,,
Move Method,align,align,,,, method align from the module nltk/align/ibm2.py in class IBMModel2 was moved to class IBMModel1 of module nltk/align/ibm1.py ,0bef5b6c2d09becef20b0370f6951df18074057d,nltk/align/ibm2.py/IBMModel2,nltk/align/ibm1.py/IBMModel1,217.0,169.0,,,
Move Method,align,align,,,, method align from the module nltk/align/ibm3.py in class IBMModel3 was moved to class IBMModel1 of module nltk/align/ibm1.py ,0bef5b6c2d09becef20b0370f6951df18074057d,nltk/align/ibm3.py/IBMModel3,nltk/align/ibm1.py/IBMModel1,450.0,169.0,,,
Rename Class,BagOfWordsFeatureDetector,BagOfContainedWordsFeatureDetector,src/nltk/feature/document.py,,, class BagOfWordsFeatureDetector was renamed to class BagOfContainedWordsFeatureDetector ,0c191752d03a2745c79d70185ce80974a5e612a6,,,,,,,
Rename Class,SetOfWordsFeatureDetector,SetOfContainedWordsFeatureDetector,src/nltk/feature/document.py,,, class SetOfWordsFeatureDetector was renamed to class SetOfContainedWordsFeatureDetector ,0c191752d03a2745c79d70185ce80974a5e612a6,,,,,,,
Rename Class,BagOfWordsFeatureDetector,BagOfContextWordsFeatureDetector,src/nltk/feature/word.py,,, class BagOfWordsFeatureDetector was renamed to class BagOfContextWordsFeatureDetector ,0c191752d03a2745c79d70185ce80974a5e612a6,,,,,,,
Rename Class,SetOfWordsFeatureDetector,SetOfContextWordsFeatureDetector,src/nltk/feature/word.py,,, class SetOfWordsFeatureDetector was renamed to class SetOfContextWordsFeatureDetector ,0c191752d03a2745c79d70185ce80974a5e612a6,,,,,,,
Rename Class,ChinkRule,StripRule,nltk/chunk/regexp.py,,, class ChinkRule was renamed to class StripRule ,0c5288c6fe3f7c6110274edea94c9494be99d32c,,,,,,,
Remove Parameter,__init__,__init__,nltk/app/collocations_app.py/CollocationsView,72.0,72.0,['The parameters [ queue ] of the method __init__ from the module nltk/app/collocations_app.py in class CollocationsView is/are removed'],0d195f3284a13bf855ecbefd3c4b05e9d9039635,,,,,,,
Remove Parameter,__init__,__init__,nltk/app/concordance_app.py/ConcordanceSearchView,105.0,105.0,['The parameters [ queue ] of the method __init__ from the module nltk/app/concordance_app.py in class ConcordanceSearchView is/are removed'],0d195f3284a13bf855ecbefd3c4b05e9d9039635,,,,,,,
Rename Method,parse_all,parse,nltk/parse/chart.py/ChartParser,1349.0,1349.0,['The method parse_all from the module nltk/parse/chart.py in class ChartParser is renamed to parse'],0d36f00f292798469f38ce495d1c1efc7ececaf6,,,,,,,
Extract Method,json2csv,get_outf_writer_compat,nltk/twitter/util.py,,, The method get_outf_writer_compat from the module nltk/twitter/util.py is extracted from method json2csv from the module nltk/twitter/util.py ,0d449b29334e370fe10600dee27ec972cd56756c,,,,,"(47,67)",104.0,"[76.0, 77.0, 78.0, 80.0, 81.0]"
Rename Class,TweetHandler,TweetHandlerI,nltk/twitter/api.py,,, class TweetHandler was renamed to class TweetHandlerI ,0fbc6aa9ef301080060e8d3bea86781ce9c2f49b,,,,,,,
Change/Rename Parameter,__init__,__init__,nltk_lite/wordnet/cache.py/_LRUCache,51.0,53.0,['The parameters [ this ] of the method __init__ from the module nltk_lite/wordnet/cache.py in class _LRUCache are changed/renamed to [self]'],0fff7c6878f83c5e1dfe8c0587c699de34657fa6,,,,,,,
Change/Rename Parameter,clear,clear,nltk_lite/wordnet/cache.py/_LRUCache,55.0,63.0,['The parameters [ this ] of the method clear from the module nltk_lite/wordnet/cache.py in class _LRUCache are changed/renamed to [self]'],0fff7c6878f83c5e1dfe8c0587c699de34657fa6,,,,,,,
Change/Rename Parameter,get,get,nltk_lite/wordnet/cache.py/_LRUCache,83.0,101.0,['The parameters [ this ] of the method get from the module nltk_lite/wordnet/cache.py in class _LRUCache are changed/renamed to [self]'],0fff7c6878f83c5e1dfe8c0587c699de34657fa6,,,,,,,
Change/Rename Parameter,removeOldestEntry,removeOldestEntry,nltk_lite/wordnet/cache.py/_LRUCache,61.0,72.0,['The parameters [ this ] of the method removeOldestEntry from the module nltk_lite/wordnet/cache.py in class _LRUCache are changed/renamed to [self]'],0fff7c6878f83c5e1dfe8c0587c699de34657fa6,,,,,,,
Change/Rename Parameter,setCapacity,setCapacity,nltk_lite/wordnet/cache.py/_LRUCache,73.0,86.0,['The parameters [ this ] of the method setCapacity from the module nltk_lite/wordnet/cache.py in class _LRUCache are changed/renamed to [self]'],0fff7c6878f83c5e1dfe8c0587c699de34657fa6,,,,,,,
Change/Rename Parameter,get,get,nltk_lite/wordnet/cache.py/_NullCache,116.0,145.0,['The parameters [ this ] of the method get from the module nltk_lite/wordnet/cache.py in class _NullCache are changed/renamed to [self]'],0fff7c6878f83c5e1dfe8c0587c699de34657fa6,,,,,,,
Remove Parameter,__init__,__init__,nltk/parse/corenlp.py/CoreNLPServer,43.0,43.0,['The parameters [ strict_json ] of the method __init__ from the module nltk/parse/corenlp.py in class CoreNLPServer is/are removed'],1003e5f5d246d1b8308e78b009d9a942d54cccfe,,,,,,,
Add Parameter,__init__,__init__,nltk/parse/corenlp.py/GenericCoreNLPParser,182.0,180.0,['The parameters [ strict_json ] are added to the method __init__ from the module nltk/parse/corenlp.py in class GenericCoreNLPParser'],1003e5f5d246d1b8308e78b009d9a942d54cccfe,,,,,,,
Add Parameter,__init__,__init__,nltk/corpus/reader/string_category.py/StringCategoryCorpusReader,30.0,30.0,['The parameters [ root files ] are added to the method __init__ from the module nltk/corpus/reader/string_category.py in class StringCategoryCorpusReader'],105f7b7f37d1f44881129759d088f3b9ed7d1c9e,,,,,,,
Add Parameter,__init__,__init__,nltk/parse/dependencygraph.py/DependencyGraph,35.0,35.0,['The parameters [ cell_separator ] are added to the method __init__ from the module nltk/parse/dependencygraph.py in class DependencyGraph'],108a3e4c06f6ad13dc4c2a041df35697c73912cf,,,,,,,
Add Parameter,_parse,_parse,nltk/parse/dependencygraph.py/DependencyGraph,160.0,172.0,['The parameters [ cell_separator ] are added to the method _parse from the module nltk/parse/dependencygraph.py in class DependencyGraph'],108a3e4c06f6ad13dc4c2a041df35697c73912cf,,,,,,,
Add Parameter,load,load,nltk/parse/dependencygraph.py/DependencyGraph,124.0,128.0,['The parameters [ cell_separator ] are added to the method load from the module nltk/parse/dependencygraph.py in class DependencyGraph'],108a3e4c06f6ad13dc4c2a041df35697c73912cf,,,,,,,
Add Parameter,__init__,__init__,nltk/corpus/reader/tweets.py/TwitterCorpusReader,51.0,51.0,['The parameters [ fileids ] are added to the method __init__ from the module nltk/corpus/reader/tweets.py in class TwitterCorpusReader'],10a99af5281e35b95a246440c2a99adb794457d8,,,,,,,
