Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,__init__,__init__,SSH/ssh_detector.py/SSHDetector,16.0,16.0,['The parameters [ test_mode ] are added to the method __init__ from the module SSH/ssh_detector.py in class SSHDetector'],e67d230246fd0e6f936bb803e8daeb1c367d9fde,,,
Add Parameter,detect,detect,SSH/ssh_detector.py/SSHDetector,67.0,57.0,['The parameters [ scales ] are added to the method detect from the module SSH/ssh_detector.py in class SSHDetector'],e67d230246fd0e6f936bb803e8daeb1c367d9fde,,,
Add Parameter,__init__,__init__,python-package/insightface/app/face_analysis.py/FaceAnalysis,30.0,25.0,['The parameters [ allowed_modules ] are added to the method __init__ from the module python-package/insightface/app/face_analysis.py in class FaceAnalysis'],e896172e45157d5101448b5b9e327073073bfb1b,,,
Remove Parameter,detect,detect,python-package/insightface/model_zoo/scrfd.py/SCRFD,200.0,207.0,['The parameters [ threshold ] of the method detect from the module python-package/insightface/model_zoo/scrfd.py in class SCRFD is/are removed'],e896172e45157d5101448b5b9e327073073bfb1b,,,
Rename Class,AgeMetric,MAEMetric,src/train_age.py,,, class AgeMetric was renamed to class MAEMetric ,ea03542ab136a27fd4188e9f2d44efd763beffec,,,
Add Parameter,__init__,__init__,src/data.py/FaceImageIter,58.0,58.0,['The parameters [ c2c_mode ] are added to the method __init__ from the module src/data.py in class FaceImageIter'],f08135a931a1d0f01a6b8e06a360e4d5735906ed,,,
Change/Rename Parameter,forward,forward,recognition/arcface_torch/backbones/mobilefacenet.py/Flatten,122.0,12.0,['The parameters [ input ] of the method forward from the module recognition/arcface_torch/backbones/mobilefacenet.py in class Flatten are changed/renamed to [x]'],f089b6604134e31f48a73d5bee05af73fb73a7cc,,,
Remove Parameter,__init__,__init__,recognition/arcface_torch/backbones/mobilefacenet.py/Residual,234.0,64.0,['The parameters [ attention ] of the method __init__ from the module recognition/arcface_torch/backbones/mobilefacenet.py in class Residual is/are removed'],f089b6604134e31f48a73d5bee05af73fb73a7cc,,,
Add Parameter,__init__,__init__,src/data.py/FaceImageIter,56.0,56.0,['The parameters [ c2c_threshold output_c2c ] are added to the method __init__ from the module src/data.py in class FaceImageIter'],f0cb7f6b52853bc555eff2a3f8d306dbd6a685b4,,,
Rename Class,ArcfaceOp,ArcFaceOp,recognition/arcface_paddle/deploy/pdserving/web_service.py,,, class ArcfaceOp was renamed to class ArcFaceOp ,f41b0308584451cd00c704d6f8d747103014812c,,,
Rename Class,ArcfaceService,ArcFaceService,recognition/arcface_paddle/deploy/pdserving/web_service.py,,, class ArcfaceService was renamed to class ArcFaceService ,f41b0308584451cd00c704d6f8d747103014812c,,,
Add Parameter,__init__,__init__,src/data.py/FaceImageIter,32.0,27.0,['The parameters [ hard_mining mx_model ] are added to the method __init__ from the module src/data.py in class FaceImageIter'],f6b6e64c4f1f681fea72b7fa3511b7d6b7d134f6,,,
Remove Parameter,__call__,__call__,recognition/arcface_torch/utils/utils_callbacks.py/CallBackModelCheckpoint,103.0,101.0,['The parameters [ backbone_onnx ] of the method __call__ from the module recognition/arcface_torch/utils/utils_callbacks.py in class CallBackModelCheckpoint is/are removed'],f7007b6729323423a7dda0142d6ee08099592ea6,,,
Add Parameter,__init__,__init__,src/train_age.py/AccMetric,53.0,53.0,['The parameters [ label_idx ] are added to the method __init__ from the module src/train_age.py in class AccMetric'],f7c83cac4ff4d54f3a3fee2947606b5d05b2bb5e,,,
Add Parameter,detect_face_limited,detect_face_limited,deploy/mtcnn_detector.py/MtcnnDetector,393.0,393.0,['The parameters [ det_type ] are added to the method detect_face_limited from the module deploy/mtcnn_detector.py in class MtcnnDetector'],f86266ac7d66f0c6895d27af9fee34a42e0996d2,,,
Add Parameter,__init__,__init__,src/image_iter.py/FaceImageIter,31.0,31.0,['The parameters [ images_filter ] are added to the method __init__ from the module src/image_iter.py in class FaceImageIter'],fa9d3d175d69b2aedb7610476dfc98e5bc606824,,,
Add Parameter,__init__,__init__,alignment/data.py/FaceSegIter,88.0,22.0,['The parameters [ exf ] are added to the method __init__ from the module alignment/data.py in class FaceSegIter'],faabf5663a0d8fbdee527c03d396106dbd855270,,,
