Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,__init__,__init__,src/orion/core/worker/experiment.py/Experiment,105.0,108.0,['The parameters [ mode ] are added to the method __init__ from the module src/orion/core/worker/experiment.py in class Experiment'],7bc3f5482c472717f6a7366b966e2b56b5d8f5ab,,,,,,,
Change/Rename Parameter,test_set_experiment_bad_name,test_set_experiment_bad_name,tests/unittests/core/io/interactive_commands/test_branching_prompt.py/TestCommands,435.0,443.0,['The parameters [ conflicts ] of the method test_set_experiment_bad_name from the module tests/unittests/core/io/interactive_commands/test_branching_prompt.py in class TestCommands are changed/renamed to [conflicts_exp_name]'],7c1cf5394039d32999a1dd104719b0941b2b75de,,,,,,,
Change/Rename Parameter,_get_bracket,_get_bracket,src/orion/algo/evolution_es.py/EvolutionES,184.0,184.0,['The parameters [ point ] of the method _get_bracket from the module src/orion/algo/evolution_es.py in class EvolutionES are changed/renamed to [trial]'],7c42f8c5b9b574ec6f7c0d8ae0bb841aa6a12f55,,,,,,,
Add Parameter,get_basic_args_group,get_basic_args_group,src/orion/core/cli/base.py,70.0,70.0,['The parameters [ add_branching ] are added to the method get_basic_args_group from the module src/orion/core/cli/base.py'],7cc6a3fc2365789727d9f4806dd54e10f726c404,,,,,,,
Add Parameter,conflicts,conflicts,tests/unittests/core/test_branch_config.py,177.0,177.0,['The parameters [ config_conflict cli_conflict ] are added to the method conflicts from the module tests/unittests/core/test_branch_config.py'],7cf86433ebbce1eee4ab2214cdf6a38fc69c1df2,,,,,,,
Rename Method,test_db,test_db_test,tests/functional/backward_compatibility/test_versions.py/TestBackwardCompatibility,137.0,137.0,['The method test_db from the module tests/functional/backward_compatibility/test_versions.py in class TestBackwardCompatibility is renamed to test_db_test'],7d714cfc73d44312d7a425c692cb830dbdf2edbd,,,,,,,
Add Parameter,create_experiment,create_experiment,src/orion/client/__init__.py,25.0,25.0,['The parameters [ max_broken ] are added to the method create_experiment from the module src/orion/client/__init__.py'],7d95cde15234c1e3099ab749c669e4174bdc1b05,,,,,,,
Add Parameter,workon,workon,src/orion/client/__init__.py,217.0,219.0,['The parameters [ max_broken ] are added to the method workon from the module src/orion/client/__init__.py'],7d95cde15234c1e3099ab749c669e4174bdc1b05,,,,,,,
Add Parameter,test_fix_lost_trials,test_fix_lost_trials,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,218.0,219.0,['The parameters [ space ] are added to the method test_fix_lost_trials from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_fix_lost_trials_configurable_hb,test_fix_lost_trials_configurable_hb,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,294.0,295.0,['The parameters [ space ] are added to the method test_fix_lost_trials_configurable_hb from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_fix_lost_trials_race_condition,test_fix_lost_trials_race_condition,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,257.0,258.0,['The parameters [ space ] are added to the method test_fix_lost_trials_race_condition from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_fix_only_lost_trials,test_fix_only_lost_trials,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,233.0,234.0,['The parameters [ space ] are added to the method test_fix_only_lost_trials from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_reserve_none,test_reserve_none,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,182.0,183.0,['The parameters [ space ] are added to the method test_reserve_none from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_reserve_success,test_reserve_success,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,190.0,191.0,['The parameters [ space ] are added to the method test_reserve_success from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_reserve_when_exhausted,test_reserve_when_exhausted,tests/unittests/core/worker/test_experiment.py/TestReserveTrial,208.0,209.0,['The parameters [ space ] are added to the method test_reserve_when_exhausted from the module tests/unittests/core/worker/test_experiment.py in class TestReserveTrial'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_acquire_algorithm_lock_successful,test_acquire_algorithm_lock_successful,tests/unittests/core/worker/test_experiment.py/TestAcquireAlgorithmLock,321.0,322.0,['The parameters [ space ] are added to the method test_acquire_algorithm_lock_successful from the module tests/unittests/core/worker/test_experiment.py in class TestAcquireAlgorithmLock'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_acquire_algorithm_lock_timeout,test_acquire_algorithm_lock_timeout,tests/unittests/core/worker/test_experiment.py/TestAcquireAlgorithmLock,363.0,368.0,['The parameters [ space ] are added to the method test_acquire_algorithm_lock_timeout from the module tests/unittests/core/worker/test_experiment.py in class TestAcquireAlgorithmLock'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_acquire_algorithm_lock_with_different_config,test_acquire_algorithm_lock_with_different_config,tests/unittests/core/worker/test_experiment.py/TestAcquireAlgorithmLock,346.0,349.0,['The parameters [ space ] are added to the method test_acquire_algorithm_lock_with_different_config from the module tests/unittests/core/worker/test_experiment.py in class TestAcquireAlgorithmLock'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
