Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Pull Up Method,__init__,__init__,,,, method __init__ from the module pycorrector/macbert/base_model.py in class CscTrainingModel was moved to class BaseTrainingEngine of module pycorrector/macbert/base_model.py ,6d5506d16460c4da50a09a9d92fecbc9c8c36b14,pycorrector/macbert/base_model.py/CscTrainingModel,pycorrector/macbert/base_model.py/BaseTrainingEngine,115.0,99.0,,,
Change/Rename Parameter,infer_one_sentence,infer_one_sentence,pycorrector/deep_context/infer.py,79.0,79.0,['The parameters [ bos_token ] of the method infer_one_sentence from the module pycorrector/deep_context/infer.py are changed/renamed to [sos_token]'],71667ed0890381c451fa414fb1aa9bb48563d8d4,,,,,,,
Remove Parameter,__init__,__init__,pycorrector/deep_context/model.py/Context2vec,14.0,14.0,['The parameters [ bidirectional ] of the method __init__ from the module pycorrector/deep_context/model.py in class Context2vec is/are removed'],71667ed0890381c451fa414fb1aa9bb48563d8d4,,,,,,,
Remove Parameter,save_checkpoint,save_checkpoint,pycorrector/deep_context/train.py,157.0,135.0,['The parameters [ dataset use_cuda emb_path ] of the method save_checkpoint from the module pycorrector/deep_context/train.py is/are removed'],71667ed0890381c451fa414fb1aa9bb48563d8d4,,,,,,,
Remove Parameter,train,train,pycorrector/deep_context/train.py,23.0,22.0,['The parameters [ maxlen ] of the method train from the module pycorrector/deep_context/train.py is/are removed'],71667ed0890381c451fa414fb1aa9bb48563d8d4,,,,,,,
Change/Rename Parameter,__init__,__init__,pycorrector/electra/electra_corrector.py/ElectraCorrector,24.0,27.0,['The parameters [ d_mdel_dir ] of the method __init__ from the module pycorrector/electra/electra_corrector.py in class ElectraCorrector are changed/renamed to [d_model_dir]'],734c0ba9c29d2bf52b58687ee3533cf9f1096a98,,,,,,,
Rename Method,correct,correct_word,pycorrector/en_spell.py/EnSpell,66.0,64.0,['The method correct from the module pycorrector/en_spell.py in class EnSpell is renamed to correct_word'],73635a0b42eaf859763f61d6037b0c45b003c0e3,,,,,,,
Add Parameter,correct,correct,pycorrector/corrector.py/Corrector,250.0,250.0,['The parameters [ include_symbol num_fragment threshold ] are added to the method correct from the module pycorrector/corrector.py in class Corrector'],75fc5a7f7fed1fc1dacc3e26be76e70b7f551ef3,,,,,,,
Add Parameter,pad_sequence,pad_sequence,pycorrector/rnn_crf/data_reader.py,63.0,62.0,['The parameters [ label_maxlen ] are added to the method pad_sequence from the module pycorrector/rnn_crf/data_reader.py'],77a383e645c7b42ea025511738638e1238b971bb,,,,,,,
Rename Method,data_reader,vectorize_data,pycorrector/rnn_crf/data_reader.py,14.0,13.0,['The method data_reader from the module pycorrector/rnn_crf/data_reader.py is renamed to vectorize_data'],77a383e645c7b42ea025511738638e1238b971bb,,,,,,,
Rename Method,load_train_data,load_corpus_data,pycorrector/rnn_crf/preprocess.py,10.0,10.0,['The method load_train_data from the module pycorrector/rnn_crf/preprocess.py is renamed to load_corpus_data'],77a383e645c7b42ea025511738638e1238b971bb,,,,,,,
Rename Method,transform_train_data,transform_corpus_data,pycorrector/rnn_crf/preprocess.py,46.0,46.0,['The method transform_train_data from the module pycorrector/rnn_crf/preprocess.py is renamed to transform_corpus_data'],77a383e645c7b42ea025511738638e1238b971bb,,,,,,,
Add Parameter,train,train,pycorrector/rnn_crf/train.py,21.0,23.0,['The parameters [ save_model_path ] are added to the method train from the module pycorrector/rnn_crf/train.py'],77a383e645c7b42ea025511738638e1238b971bb,,,,,,,
Add Parameter,infer_interactive,infer_interactive,pycorrector/conv_seq2seq/infer.py,28.0,28.0,['The parameters [ temperature ] are added to the method infer_interactive from the module pycorrector/conv_seq2seq/infer.py'],77aeb47f378132c5f1e3220eb530320818a335a6,,,,,,,
Move Method,get_errors,get_errors,,,, method get_errors from the module pycorrector/macbert/macbert_corrector.py in class MacBertCorrector was moved to module pycorrector/macbert/macbert_corrector.py ,7a3455c6252d703a0a4123dabf484e4806be7903,pycorrector/macbert/macbert_corrector.py/MacBertCorrector,pycorrector/macbert/macbert_corrector.py,54.0,24.0,,,
Change/Rename Parameter,__init__,__init__,pycorrector/macbert/macbert_corrector.py/MacBertCorrector,25.0,23.0,['The parameters [ bert_model_dir ] of the method __init__ from the module pycorrector/macbert/macbert_corrector.py in class MacBertCorrector are changed/renamed to [macbert_model_dir]'],7b97cc32e4aa48db3140cc424c72b36b340b47d8,,,,,,,
Change/Rename Parameter,__init__,__init__,pycorrector/seq2seq/infer.py/Inference,27.0,28.0,['The parameters [ model_path ] of the method __init__ from the module pycorrector/seq2seq/infer.py in class Inference are changed/renamed to [model_dir]'],7b97cc32e4aa48db3140cc424c72b36b340b47d8,,,,,,,
Change/Rename Parameter,train,train,pycorrector/seq2seq/train.py,176.0,179.0,['The parameters [ model_path ] of the method train from the module pycorrector/seq2seq/train.py are changed/renamed to [model_dir]'],7b97cc32e4aa48db3140cc424c72b36b340b47d8,,,,,,,
Change/Rename Parameter,train_convseq2seq_model,train_convseq2seq_model,pycorrector/seq2seq/train.py,131.0,133.0,['The parameters [ model_path ] of the method train_convseq2seq_model from the module pycorrector/seq2seq/train.py are changed/renamed to [model_dir]'],7b97cc32e4aa48db3140cc424c72b36b340b47d8,,,,,,,
Change/Rename Parameter,train_seq2seq_model,train_seq2seq_model,pycorrector/seq2seq/train.py,61.0,62.0,['The parameters [ model_path ] of the method train_seq2seq_model from the module pycorrector/seq2seq/train.py are changed/renamed to [model_dir]'],7b97cc32e4aa48db3140cc424c72b36b340b47d8,,,,,,,
Add Parameter,__init__,__init__,pycorrector/ernie_csc/ernie_csc_corrector.py/ErnieCSCCorrector,17.0,17.0,['The parameters [ model ] are added to the method __init__ from the module pycorrector/ernie_csc/ernie_csc_corrector.py in class ErnieCSCCorrector'],7bca6196530174b03cd9c682951d1e679f7e634e,,,,,,,
Add Parameter,__init__,__init__,pycorrector/macbert/macbert_corrector.py/MacBertCorrector,24.0,24.0,['The parameters [ device ] are added to the method __init__ from the module pycorrector/macbert/macbert_corrector.py in class MacBertCorrector'],7ed3050a64f9e4a034cf27b389a8ea9a578e7455,,,,,,,
Add Parameter,get_errors,get_errors,pycorrector/macbert/infer.py/Inference,88.0,88.0,['The parameters [ blank_cleaned ] are added to the method get_errors from the module pycorrector/macbert/infer.py in class Inference'],826b46fa4a5ede7709f1c4e9b996d8f475bef697,,,,,,,
Add Parameter,data_generator,data_generator,pycorrector/seq2seq/seq2seq_attn_train.py,75.0,32.0,['The parameters [ input_texts target_texts char2id batch_size maxlen ] are added to the method data_generator from the module pycorrector/seq2seq/seq2seq_attn_train.py'],83b64f67a3179f05ad32f48051cfff1a2d9adfa0,,,,,,,
Add Parameter,gen_target,gen_target,pycorrector/seq2seq/seq2seq_attn_train.py,195.0,161.0,['The parameters [ model char2id id2char maxlen ] are added to the method gen_target from the module pycorrector/seq2seq/seq2seq_attn_train.py'],83b64f67a3179f05ad32f48051cfff1a2d9adfa0,,,,,,,
Add Parameter,id2str,id2str,pycorrector/seq2seq/seq2seq_attn_train.py,64.0,156.0,['The parameters [ id2char ] are added to the method id2str from the module pycorrector/seq2seq/seq2seq_attn_train.py'],83b64f67a3179f05ad32f48051cfff1a2d9adfa0,,,,,,,
Add Parameter,padding,padding,pycorrector/seq2seq/seq2seq_attn_train.py,69.0,26.0,['The parameters [ char2id ] are added to the method padding from the module pycorrector/seq2seq/seq2seq_attn_train.py'],83b64f67a3179f05ad32f48051cfff1a2d9adfa0,,,,,,,
Add Parameter,infer,infer,pycorrector/seq2seq_attention/infer.py,41.0,44.0,['The parameters [ attention_image_path ] are added to the method infer from the module pycorrector/seq2seq_attention/infer.py'],84bda96b4951e29f0fa4a1f063447e420e062522,,,,,,,
Add Parameter,train,train,pycorrector/seq2seq_attention/train.py,44.0,44.0,['The parameters [ dropout ] are added to the method train from the module pycorrector/seq2seq_attention/train.py'],85653d200308ac0425c7c1f8194a1b55ffe537a5,,,,,,,
Add Parameter,__init__,__init__,pycorrector/bert/bert_corrector.py/BertCorrector,22.0,37.0,['The parameters [ predict_batch_size max_predictions_per_seq threshold ] are added to the method __init__ from the module pycorrector/bert/bert_corrector.py in class BertCorrector'],859e24881d8261149304dacd322f86743b638341,,,,,,,
Remove Parameter,bert_lm_infer,bert_lm_infer,pycorrector/bert/bert_corrector.py/BertCorrector,97.0,115.0,['The parameters [ error_begin_idx error_end_idx ] of the method bert_lm_infer from the module pycorrector/bert/bert_corrector.py in class BertCorrector is/are removed'],859e24881d8261149304dacd322f86743b638341,,,,,,,
Remove Parameter,__init__,__init__,pycorrector/seq2seq/infer.py/Inference,27.0,43.0,['The parameters [ src_vocab_path trg_vocab_path ] of the method __init__ from the module pycorrector/seq2seq/infer.py in class Inference is/are removed'],87dbe43f0c34c125175a6dba362162695c06f21b,,,,,,,
Add Parameter,__init__,__init__,pycorrector/seq2seq/seq2seq_corrector.py/Seq2SeqCorrector,20.0,18.0,['The parameters [ arch embed_size hidden_size dropout max_length ] are added to the method __init__ from the module pycorrector/seq2seq/seq2seq_corrector.py in class Seq2SeqCorrector'],87dbe43f0c34c125175a6dba362162695c06f21b,,,,,,,
Change/Rename Parameter,__init__,__init__,pycorrector/seq2seq_attention/infer.py/Inference,16.0,18.0,['The parameters [ vocab_json_path ] of the method __init__ from the module pycorrector/seq2seq_attention/infer.py in class Inference are changed/renamed to [save_vocab_path]'],8dfd5f92f5746ed3ead8208d289912915e64e294,,,,,,,
Add Parameter,train,train,pycorrector/seq2seq_attention/train.py,32.0,44.0,['The parameters [ save_vocab_path ] are added to the method train from the module pycorrector/seq2seq_attention/train.py'],8dfd5f92f5746ed3ead8208d289912915e64e294,,,,,,,
Change/Rename Parameter,generate_items,generate_items,pycorrector/corrector.py/Corrector,160.0,164.0,['The parameters [ fraction ] of the method generate_items from the module pycorrector/corrector.py in class Corrector are changed/renamed to [fragment]'],8f76475c3e5b3533b40e7ba41ca11ec987ffe974,,,,,,,
Remove Parameter,get_lm_correct_item,get_lm_correct_item,pycorrector/corrector.py/Corrector,205.0,213.0,['The parameters [ n ] of the method get_lm_correct_item from the module pycorrector/corrector.py in class Corrector is/are removed'],8f76475c3e5b3533b40e7ba41ca11ec987ffe974,,,,,,,
Rename Method,_detect_short,detect_short,pycorrector/detector.py/Detector,344.0,369.0,['The method _detect_short from the module pycorrector/detector.py in class Detector is renamed to detect_short'],8f76475c3e5b3533b40e7ba41ca11ec987ffe974,,,,,,,
Add Parameter,build_eval_corpus,build_eval_corpus,pycorrector/utils/eval.py,181.0,182.0,['The parameters [ output_eval_path ] are added to the method build_eval_corpus from the module pycorrector/utils/eval.py'],8f76475c3e5b3533b40e7ba41ca11ec987ffe974,,,,,,,
Add Parameter,eval_corpus,eval_corpus,pycorrector/utils/eval.py,212.0,213.0,['The parameters [ output_eval_path ] are added to the method eval_corpus from the module pycorrector/utils/eval.py'],8f76475c3e5b3533b40e7ba41ca11ec987ffe974,,,,,,,
Rename Method,test1,test_char_correct_wrong,tests/char_error_test.py,50.0,51.0,['The method test1 from the module tests/char_error_test.py is renamed to test_char_correct_wrong'],8f76475c3e5b3533b40e7ba41ca11ec987ffe974,,,,,,,
Rename Method,token,tokenize,pycorrector/tokenizer.py/Tokenizer,61.0,61.0,['The method token from the module pycorrector/tokenizer.py in class Tokenizer is renamed to tokenize'],9c2ea5feea156520563ea55af43d22ab2bf0bc58,,,,,,,
Rename Method,t5_correct,batch_t5_correct,pycorrector/t5/t5_corrector.py/T5Corrector,58.0,84.0,['The method t5_correct from the module pycorrector/t5/t5_corrector.py in class T5Corrector is renamed to batch_t5_correct'],9e15ca74d67a33d14de297ebb8b2bd12b1c6b525,,,,,,,
Rename Method,transform_corpus_data,save_data_list,pycorrector/rnn_crf/preprocess.py,99.0,99.0,['The method transform_corpus_data from the module pycorrector/rnn_crf/preprocess.py is renamed to save_data_list'],a0786c410b47aa2874acaba8d598ca5519652e53,,,,,,,
Rename Method,save_data,_save_data,pycorrector/seq2seq/preprocess.py,32.0,32.0,['The method save_data from the module pycorrector/seq2seq/preprocess.py is renamed to _save_data'],a0786c410b47aa2874acaba8d598ca5519652e53,,,,,,,
Add Parameter,infer,infer,pycorrector/rnn_crf/infer.py,14.0,15.0,['The parameters [ test_id_path ] are added to the method infer from the module pycorrector/rnn_crf/infer.py'],a1829942e3f08f85c3a50fc74e050cc18c5e3aeb,,,,,,,
Add Parameter,save_preds,save_preds,pycorrector/rnn_crf/infer.py,36.0,38.0,['The parameters [ test_ids ] are added to the method save_preds from the module pycorrector/rnn_crf/infer.py'],a1829942e3f08f85c3a50fc74e050cc18c5e3aeb,,,,,,,
Add Parameter,__init__,__init__,pycorrector/detector.py/Detector,26.0,26.0,['The parameters [ enable_rnnlm rnnlm_vocab_path rnnlm_model_dir ] are added to the method __init__ from the module pycorrector/detector.py in class Detector'],a5f63384ac283ea71ca2668963da77db00cafa46,,,,,,,
Change/Rename Parameter,__init__,__init__,pycorrector/bert/bert_masked_lm.py/InputFeatures,51.0,53.0,['The parameters [ label_id ] of the method __init__ from the module pycorrector/bert/bert_masked_lm.py in class InputFeatures are changed/renamed to [mask_positions]'],ab965687951ff20155f95ffb50f1c741306618ee,,,,,,,
Add Parameter,convert_examples_to_features,convert_examples_to_features,pycorrector/bert/bert_masked_lm.py,121.0,160.0,['The parameters [ mask_token mask_id ] are added to the method convert_examples_to_features from the module pycorrector/bert/bert_masked_lm.py'],ab965687951ff20155f95ffb50f1c741306618ee,,,,,,,
Add Parameter,__init__,__init__,pycorrector/bert/infer.py/InputFeatures,54.0,55.0,['The parameters [ input_tokens ] are added to the method __init__ from the module pycorrector/bert/infer.py in class InputFeatures'],ae9467ff27c09e42240520d0db217b0e2b28a252,,,,,,,
Remove Parameter,check_inputs,check_inputs,pycorrector/macbert/correction_pipeline.py/CorrectionPipeline,42.0,42.0,['The parameters [ self ] of the method check_inputs from the module pycorrector/macbert/correction_pipeline.py in class CorrectionPipeline is/are removed'],afd9ae6cd333ac524e912972ac523dcd8ccb0c8a,,,,,,,
Add Parameter,parse_xml_file,parse_xml_file,pycorrector/seq2seq/preprocess.py,15.0,15.0,['The parameters [ use_segment segment_type ] are added to the method parse_xml_file from the module pycorrector/seq2seq/preprocess.py'],b10d48ccefdda232d29766cf68fa35073188a74a,,,,,,,
Add Parameter,train,train,pycorrector/seq2seq/train.py,172.0,176.0,['The parameters [ use_segment ] are added to the method train from the module pycorrector/seq2seq/train.py'],b10d48ccefdda232d29766cf68fa35073188a74a,,,,,,,
Remove Parameter,segment,segment,pycorrector/utils/text_utils.py,125.0,125.0,['The parameters [ None_flag ] of the method segment from the module pycorrector/utils/text_utils.py is/are removed'],b1e8a9305cb3ec12d8b807c273c94f1f125a46b6,,,,,,,
Remove Parameter,read_model,read_model,pycorrector/deep_context/infer.py,67.0,67.0,['The parameters [ device ] of the method read_model from the module pycorrector/deep_context/infer.py is/are removed'],b213f9fc865dd5628678af1c92f7bcec5621a32e,,,,,,,
Remove Parameter,train,train,pycorrector/seq2seq/train.py,179.0,180.0,['The parameters [ src_vocab_path trg_vocab_path ] of the method train from the module pycorrector/seq2seq/train.py is/are removed'],b2badd656b0b35586b78e5c03e9e4955e86d4390,,,,,,,
Change/Rename Parameter,candidates,candidates,pycorrector/cn_spell.py,59.0,72.0,['The parameters [ phrase ] of the method candidates from the module pycorrector/cn_spell.py are changed/renamed to [word]'],b3349272475868db067a4e01795e19d3b9e57c63,,,,,,,
Change/Rename Parameter,known,known,pycorrector/cn_spell.py,55.0,68.0,['The parameters [ phrases ] of the method known from the module pycorrector/cn_spell.py are changed/renamed to [words]'],b3349272475868db067a4e01795e19d3b9e57c63,,,,,,,
Remove Parameter,test_text1,test_text1,test_corrector.py/BasicTestSuite,13.0,13.0,['The parameters [ self ] of the method test_text1 from the module test_corrector.py in class BasicTestSuite is/are removed'],b3349272475868db067a4e01795e19d3b9e57c63,,,,,,,
Remove Parameter,test_text2,test_text2,test_corrector.py/BasicTestSuite,18.0,19.0,['The parameters [ self ] of the method test_text2 from the module test_corrector.py in class BasicTestSuite is/are removed'],b3349272475868db067a4e01795e19d3b9e57c63,,,,,,,
Remove Parameter,test_text3,test_text3,test_corrector.py/BasicTestSuite,23.0,25.0,['The parameters [ self ] of the method test_text3 from the module test_corrector.py in class BasicTestSuite is/are removed'],b3349272475868db067a4e01795e19d3b9e57c63,,,,,,,
Add Parameter,create_dataset,create_dataset,pycorrector/seq2seq/data_reader.py,71.0,71.0,['The parameters [ split_on_space ] are added to the method create_dataset from the module pycorrector/seq2seq/data_reader.py'],bb30aef4766afd3f4eff0b621954cad2ebc4e0d6,,,,,,,
Change/Rename Parameter,gen_target,gen_target,pycorrector/seq2seq_attention/evaluate.py,14.0,13.0,['The parameters [ char2id id2char ] of the method gen_target from the module pycorrector/seq2seq_attention/evaluate.py are changed/renamed to [vocab2id id2vocab]'],bb4c3f8bc223be2a8afbaae9c8afa7f5b1a32204,,,,,,,
Change/Rename Parameter,data_generator,data_generator,pycorrector/seq2seq_attention/train.py,19.0,20.0,['The parameters [ char2id ] of the method data_generator from the module pycorrector/seq2seq_attention/train.py are changed/renamed to [vocab2id]'],bb4c3f8bc223be2a8afbaae9c8afa7f5b1a32204,,,,,,,
Change/Rename Parameter,get_validation_data,get_validation_data,pycorrector/seq2seq_attention/train.py,33.0,34.0,['The parameters [ char2id ] of the method get_validation_data from the module pycorrector/seq2seq_attention/train.py are changed/renamed to [vocab2id]'],bb4c3f8bc223be2a8afbaae9c8afa7f5b1a32204,,,,,,,
Add Parameter,train,train,pycorrector/seq2seq_attention/train.py,44.0,45.0,['The parameters [ vocab_max_size vocab_min_count ] are added to the method train from the module pycorrector/seq2seq_attention/train.py'],bb4c3f8bc223be2a8afbaae9c8afa7f5b1a32204,,,,,,,
Change/Rename Parameter,make_loaders,make_loaders,pycorrector/macbert/reader.py,42.0,54.0,['The parameters [ get_loader_fn ] of the method make_loaders from the module pycorrector/macbert/reader.py are changed/renamed to [collate_fn]'],bc2dc360f13e8d40bdb376e6015ccd0870a5f620,,,,,,,
Add Parameter,batch_t5_correct,batch_t5_correct,pycorrector/t5/copyt5_corrector.py/CopyT5Corrector,110.0,110.0,['The parameters [ silent ] are added to the method batch_t5_correct from the module pycorrector/t5/copyt5_corrector.py in class CopyT5Corrector'],c4386f77d23a7b1f38864e51b33483724024a342,,,,,,,
Add Parameter,batch_t5_correct,batch_t5_correct,pycorrector/t5/t5_corrector.py/T5Corrector,87.0,88.0,['The parameters [ batch_size silent ] are added to the method batch_t5_correct from the module pycorrector/t5/t5_corrector.py in class T5Corrector'],c4386f77d23a7b1f38864e51b33483724024a342,,,,,,,
Change/Rename Parameter,plot_attention,plot_attention,pycorrector/seq2seq_attention/infer.py,16.0,16.0,['The parameters [ attn_img_path ] of the method plot_attention from the module pycorrector/seq2seq_attention/infer.py are changed/renamed to [img_path]'],c4c4853648228742583ca9234e97e3f4247252c6,,,,,,,
Remove Parameter,__init__,__init__,pycorrector/bert/bert_corrector.py/BertCorrector,21.0,23.0,['The parameters [ bert_config_path bert_model_path ] of the method __init__ from the module pycorrector/bert/bert_corrector.py in class BertCorrector is/are removed'],cd173b756d7a8bc9a1ff6ab5490528936d6ff15a,,,,,,,
Rename Method,to_one_hot,_one_hot,pycorrector/seq2seq/seq2seq_attn_train.py/Seq2seqAttnModel,93.0,93.0,['The method to_one_hot from the module pycorrector/seq2seq/seq2seq_attn_train.py in class Seq2seqAttnModel is renamed to _one_hot'],cd950baa803c2cd8289790031c65c246b6de90f4,,,,,,,
Add Parameter,train,train,pycorrector/seq2seq/seq2seq_attn_train.py,222.0,222.0,['The parameters [ hidden_dim ] are added to the method train from the module pycorrector/seq2seq/seq2seq_attn_train.py'],cd950baa803c2cd8289790031c65c246b6de90f4,,,,,,,
Remove Parameter,convert_sentence_to_features,convert_sentence_to_features,pycorrector/bert/bert_corrector.py/BertCorrector,68.0,56.0,['The parameters [ tokenizer ] of the method convert_sentence_to_features from the module pycorrector/bert/bert_corrector.py in class BertCorrector is/are removed'],d62e37990d272d19c1bf51b8118fe1662d0e424c,,,,,,,
Remove Parameter,__init__,__init__,pycorrector/seq2seq_attention/model.py/Seq2SeqModel,97.0,97.0,['The parameters [ example_source_batch ] of the method __init__ from the module pycorrector/seq2seq_attention/model.py in class Seq2SeqModel is/are removed'],d8269a336571d652f7b47728578fc8b8549b6725,,,,,,,
Add Parameter,train,train,pycorrector/seq2seq_attention/model.py/Seq2SeqModel,139.0,121.0,['The parameters [ example_source_batch ] are added to the method train from the module pycorrector/seq2seq_attention/model.py in class Seq2SeqModel'],d8269a336571d652f7b47728578fc8b8549b6725,,,,,,,
Add Parameter,tokenize,tokenize,pycorrector/util.py,54.0,51.0,['The parameters [ mode ] are added to the method tokenize from the module pycorrector/util.py'],da4fb19182efba7523c70c8051d9dee1038b09e7,,,,,,,
Add Parameter,read_model,read_model,pycorrector/deep_context/infer.py,15.0,16.0,['The parameters [ device ] are added to the method read_model from the module pycorrector/deep_context/infer.py'],db3f64c894fb748a1c8e01863ee9917dc0bd4b6e,,,,,,,
Add Parameter,save_checkpoint,save_checkpoint,pycorrector/deep_context/train.py,154.0,154.0,['The parameters [ optimizer ] are added to the method save_checkpoint from the module pycorrector/deep_context/train.py'],db3f64c894fb748a1c8e01863ee9917dc0bd4b6e,,,,,,,
Add Parameter,__init__,__init__,pycorrector/corrector.py/Corrector,80.0,80.0,['The parameters [ person_name_path place_name_path stopwords_path ] are added to the method __init__ from the module pycorrector/corrector.py in class Corrector'],dc1c23c1ef83bd082dd16941637cb90f7d8e0d68,,,,,,,
Add Parameter,__init__,__init__,pycorrector/corrector.py/Corrector,21.0,21.0,['The parameters [ proper_name_path stroke_path ] are added to the method __init__ from the module pycorrector/corrector.py in class Corrector'],de76ea00fe687ec8e671d11bdb9dae8ff79b791f,,,,,,,
Add Parameter,__init__,__init__,pycorrector/detector.py/Detector,34.0,35.0,['The parameters [ proper_name_path stroke_path ] are added to the method __init__ from the module pycorrector/detector.py in class Detector'],de76ea00fe687ec8e671d11bdb9dae8ff79b791f,,,,,,,
Rename Method,detect_short,detect_sentence,pycorrector/detector.py/Detector,353.0,359.0,['The method detect_short from the module pycorrector/detector.py in class Detector is renamed to detect_sentence'],de76ea00fe687ec8e671d11bdb9dae8ff79b791f,,,,,,,
Add Parameter,get_logger,get_logger,pycorrector/utils/io_utils.py,9.0,9.0,['The parameters [ log_level ] are added to the method get_logger from the module pycorrector/utils/io_utils.py'],e0fd73ea0bd042a9f704ae1e62c2fa8f037fe932,,,,,,,
Add Parameter,save_preds,save_preds,pycorrector/rnn_crf/infer.py,40.0,41.0,['The parameters [ test_words test_labels ] are added to the method save_preds from the module pycorrector/rnn_crf/infer.py'],e482c736a33f661f876293794fe29ed08ee28d19,,,,,,,
Add Parameter,segment,segment,pycorrector/utils/text_utils.py,117.0,117.0,['The parameters [ None_flag ] are added to the method segment from the module pycorrector/utils/text_utils.py'],e482c736a33f661f876293794fe29ed08ee28d19,,,,,,,
Change/Rename Parameter,__init__,__init__,pycorrector/macbert/infer.py/Inference,21.0,21.0,['The parameters [ config_file pretrained_model ] of the method __init__ from the module pycorrector/macbert/infer.py in class Inference are changed/renamed to [vocab_path cfg_path]'],e62806c11a68a34e1679145c778a24e3951343c8,,,,,,,
Remove Parameter,__init__,__init__,pycorrector/seq2seq/seq2seq_model.py/Seq2SeqModel,106.0,77.0,['The parameters [ index_name knowledge_dataset index_path dpr_ctx_encoder_model_name ] of the method __init__ from the module pycorrector/seq2seq/seq2seq_model.py in class Seq2SeqModel is/are removed'],e844453d8435a8863f6b80d5f3de10d544247d5b,,,,,,,
Change/Rename Parameter,__init__,__init__,pycorrector/seq2seq/infer.py/Inference,103.0,119.0,['The parameters [ device ] of the method __init__ from the module pycorrector/seq2seq/infer.py in class Inference are changed/renamed to [gpu_id]'],f19c0cab3e97f08a67cc8be4cd475663c36e7ea3,,,,,,,
Change/Rename Parameter,infer_by_file,infer_by_file,pycorrector/seq2seq/infer.py,20.0,21.0,['The parameters [ device ] of the method infer_by_file from the module pycorrector/seq2seq/infer.py are changed/renamed to [gpu_id]'],f19c0cab3e97f08a67cc8be4cd475663c36e7ea3,,,,,,,
Rename Method,use_origin_transformer,use_origin_transformers,examples/macbert_demo.py,13.0,13.0,['The method use_origin_transformer from the module examples/macbert_demo.py is renamed to use_origin_transformers'],f23820b8858f59cf74c6a711c3551058942d05ca,,,,,,,
Remove Parameter,__init__,__init__,pycorrector/macbert/macbert_corrector.py/MacBertCorrector,24.0,24.0,['The parameters [ device ] of the method __init__ from the module pycorrector/macbert/macbert_corrector.py in class MacBertCorrector is/are removed'],f23820b8858f59cf74c6a711c3551058942d05ca,,,,,,,
Add Parameter,__init__,__init__,pycorrector/macbert/macbert4csc.py/MacBert4Csc,186.0,15.0,['The parameters [ lr weight_decay optimizer_name ] are added to the method __init__ from the module pycorrector/macbert/macbert4csc.py in class MacBert4Csc'],f4bb08bd0ec97a1d84f11ac5561ffa13a5d7cb56,,,,,,,
Add Parameter,process_data,process_data,pycorrector/rnn_lm/data_reader.py,14.0,15.0,['The parameters [ cutoff_frequency ] are added to the method process_data from the module pycorrector/rnn_lm/data_reader.py'],f7daa2e81a84503f98058b62d068ef375427ec4e,,,,,,,
Add Parameter,correct,correct,pycorrector/spell.py,284.0,290.0,['The parameters [ verbose ] are added to the method correct from the module pycorrector/spell.py'],f983092c2f9dba403b0e1dc99d71d7f9b764e8ff,,,,,,,
Rename Method,setLogLevel,set_log_level,pycorrector/__init__.py,24.0,25.0,['The method setLogLevel from the module pycorrector/__init__.py is renamed to set_log_level'],fc5435491d5abae6248dfbe5ac0ffc685de2214d,,,,,,,
Add Parameter,read_tokens,read_tokens,pycorrector/seq2seq/corpus_reader.py/CGEDReader,96.0,96.0,['The parameters [ is_infer ] are added to the method read_tokens from the module pycorrector/seq2seq/corpus_reader.py in class CGEDReader'],fe63f7a1fb9b2055ec258cc79ab084d54c7771c5,,,,,,,
Remove Parameter,pad_sequence,pad_sequence,pycorrector/rnn_crf/data_reader.py,62.0,62.0,['The parameters [ label_maxlen ] of the method pad_sequence from the module pycorrector/rnn_crf/data_reader.py is/are removed'],fe6d8821b7072c8ff89db9b789055a913de311e4,,,,,,,
Add Parameter,infer,infer,pycorrector/rnn_crf/infer.py,15.0,17.0,['The parameters [ maxlen ] are added to the method infer from the module pycorrector/rnn_crf/infer.py'],fe6d8821b7072c8ff89db9b789055a913de311e4,,,,,,,
Add Parameter,train,train,pycorrector/rnn_crf/train.py,22.0,21.0,['The parameters [ maxlen ] are added to the method train from the module pycorrector/rnn_crf/train.py'],fe6d8821b7072c8ff89db9b789055a913de311e4,,,,,,,
